,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Lyon,Paris SG,Angers,St Etienne,Lille,Rennes,Nice,Reims,Metz,Strasbourg,Brest,Toulouse,Amiens,Dijon,Nantes,Montpellier,Bordeaux,Marseille,Monaco,Nimes
1,Lyon,Rennes,Nice,Metz,St Etienne,Toulouse,Reims,Paris SG,Amiens,Lille,Angers,Brest,Strasbourg,Nantes,Montpellier,Bordeaux,Marseille,Dijon,Nimes,Monaco
2,Rennes,Lyon,Paris SG,Lille,Angers,Nice,Brest,Metz,Bordeaux,Nantes,Montpellier,Marseille,St Etienne,Toulouse,Reims,Amiens,Strasbourg,Nimes,Monaco,Dijon
3,Paris SG,Rennes,Angers,Nice,Lyon,Nantes,Marseille,Toulouse,Reims,Lille,Bordeaux,Brest,Nimes,Montpellier,Metz,St Etienne,Strasbourg,Amiens,Monaco,Dijon
4,Paris SG,Rennes,Nantes,Marseille,Lille,Angers,Nice,Lyon,Bordeaux,Toulouse,Montpellier,Reims,Brest,Nimes,St Etienne,Amiens,Metz,Strasbourg,Monaco,Dijon
5,Paris SG,Angers,Nice,Rennes,Marseille,Lille,Nantes,Bordeaux,Lyon,Nimes,Montpellier,Toulouse,Reims,Amiens,Brest,Strasbourg,St Etienne,Metz,Monaco,Dijon
6,Paris SG,Angers,Lille,Nantes,Bordeaux,Marseille,Nice,Rennes,Montpellier,Reims,Lyon,Nimes,Brest,Toulouse,Amiens,Metz,Strasbourg,Monaco,St Etienne,Dijon
7,Paris SG,Angers,Nantes,Lille,Marseille,Nice,Bordeaux,Rennes,Montpellier,Reims,Lyon,Monaco,Strasbourg,Toulouse,Nimes,Amiens,Metz,Brest,St Etienne,Dijon
8,Paris SG,Nantes,Angers,Bordeaux,Lille,Montpellier,Reims,Marseille,Nice,Rennes,Amiens,Brest,St Etienne,Lyon,Nimes,Monaco,Strasbourg,Toulouse,Dijon,Metz
9,Paris SG,Nantes,Reims,Marseille,Angers,Bordeaux,Lille,Montpellier,Brest,St Etienne,Nice,Rennes,Amiens,Monaco,Toulouse,Metz,Lyon,Nimes,Dijon,Strasbourg
10,Paris SG,Nantes,Lille,Reims,Angers,Brest,Marseille,Bordeaux,Rennes,Montpellier,Monaco,St Etienne,Lyon,Amiens,Nice,Strasbourg,Toulouse,Nimes,Metz,Dijon
11,Paris SG,Angers,Nantes,Marseille,Lille,Bordeaux,Rennes,St Etienne,Reims,Brest,Lyon,Montpellier,Amiens,Nice,Monaco,Dijon,Strasbourg,Toulouse,Metz,Nimes
12,Paris SG,Marseille,Rennes,Angers,St Etienne,Lille,Montpellier,Bordeaux,Nantes,Reims,Monaco,Brest,Nice,Lyon,Amiens,Strasbourg,Metz,Dijon,Toulouse,Nimes
13,Paris SG,Marseille,Angers,Bordeaux,St Etienne,Rennes,Montpellier,Nantes,Reims,Lyon,Lille,Strasbourg,Brest,Monaco,Nice,Amiens,Dijon,Metz,Toulouse,Nimes
14,Paris SG,Marseille,Rennes,Angers,Montpellier,Bordeaux,Nantes,Lyon,Lille,St Etienne,Reims,Nice,Strasbourg,Brest,Monaco,Amiens,Metz,Dijon,Nimes,Toulouse
15,Paris SG,Marseille,Rennes,Bordeaux,Lille,St Etienne,Montpellier,Angers,Nantes,Lyon,Reims,Brest,Monaco,Nice,Strasbourg,Amiens,Dijon,Metz,Nimes,Toulouse
16,Paris SG,Marseille,Rennes,Lille,Bordeaux,Nantes,Lyon,St Etienne,Reims,Montpellier,Monaco,Angers,Nice,Brest,Strasbourg,Amiens,Dijon,Metz,Toulouse,Nimes
