league_name,home_team_name,away_team_name,home_team_rank,away_team_rank,home_team_scored,away_team_scored,home_team_received,away_team_received,home_att,away_att,home_def,away_def,home_mid,away_mid,home_odds_n,draw_odds_n,away_odds_n,result
germay,Kaiserslautern,Leverkusen,12,8,1,0.666666667,1,1,71,78,71,75,71,79,0.318789352,0.277441426,0.403769222,2
germay,Bayern Munich,Dortmund,1,2,2.333333333,1,3.666666667,0.666666667,86,80,81,79,86,80,0.580958423,0.244027852,0.175013725,2
germay,Freiburg,Hertha,17,10,1.333333333,1.333333333,2,2,73,74,69,73,73,74,0.364028289,0.276625457,0.359346253,X
germay,M'gladbach,Werder Bremen,3,5,3,0.666666667,2,2.666666667,77,78,74,74,74,73,0.380428184,0.279614715,0.339957101,1
germay,Schalke 04,Nurnberg,4,16,3,1,0.333333333,3.333333333,84,73,75,73,78,72,0.552243467,0.256362564,0.191393969,1
germay,Wolfsburg,Hannover,12,8,2.333333333,3,1.333333333,2.666666667,78,78,73,75,75,75,0.407983284,0.275338473,0.316678243,1
germay,Hamburg,Hoffenheim,15,9,1.666666667,1,0.666666667,2,79,75,74,74,75,76,0.406678264,0.277143706,0.31617803,1
germay,Stuttgart,Augsburg,6,18,1.333333333,1.666666667,0.666666667,2.333333333,76,71,75,69,76,68,0.667716512,0.209317873,0.122965615,1
germay,FC Koln,M'gladbach,11,3,2,1.333333333,3,0.666666667,80,77,74,74,74,74,0.298476207,0.276421315,0.425102477,2
germay,Augsburg,Wolfsburg,18,12,0.666666667,2.333333333,2.333333333,3,71,78,69,73,68,75,0.323706862,0.277600723,0.398692415,1
germay,Dortmund,Schalke 04,2,4,2.333333333,0.666666667,3,1,80,84,79,75,80,78,0.556449737,0.25167498,0.191875284,1
germay,Hannover,Hamburg,8,15,1.333333333,2.333333333,1.666666667,1,78,79,75,74,75,75,0.423933889,0.278075447,0.297990664,X
germay,Hertha,Leverkusen,10,6,2,2.333333333,2.333333333,1.666666667,74,78,73,75,74,79,0.339447065,0.28761376,0.372939175,X
germay,Hoffenheim,Freiburg,9,17,0.666666667,1.333333333,1.666666667,1.333333333,75,73,74,69,76,73,0.572044109,0.251364427,0.176591465,X
germay,Nurnberg,Kaiserslautern,14,16,0.666666667,2,0.333333333,1.333333333,73,71,73,71,72,71,0.460350675,0.282487914,0.257161411,1
germay,Mainz,Bayern Munich,12,3,2.333333333,1.333333333,1.333333333,1.666666667,74,86,73,81,73,86,0.110364772,0.195839587,0.69379564,1
germay,Werder Bremen,Stuttgart,4,7,1.666666667,2.333333333,1,2,78,76,74,75,73,76,0.438177064,0.274934628,0.286888308,1
germay,Leverkusen,Hoffenheim,6,9,2.333333333,1.666666667,0.666666667,1.333333333,78,75,75,74,79,76,0.540326372,0.257026811,0.202646817,1
germay,Bayern Munich,Werder Bremen,3,4,1.333333333,1.666666667,1.666666667,2.333333333,86,78,81,74,86,73,0.706585821,0.185727782,0.107686397,1
germay,Freiburg,Hannover,17,8,1.666666667,1.333333333,1.333333333,2.333333333,73,78,69,75,73,75,0.387531881,0.278213186,0.334254933,X
germay,Kaiserslautern,Hertha,16,9,0.333333333,1.333333333,2,2,71,74,71,73,71,74,0.389083244,0.279167228,0.331749528,X
germay,M'gladbach,Dortmund,3,2,3,0.333333333,1.333333333,0.333333333,77,80,74,79,74,80,0.278041722,0.272642854,0.449315423,X
germay,Stuttgart,FC Koln,7,11,1.333333333,1.666666667,1,2,76,80,75,74,76,74,0.637964657,0.21942383,0.142611513,X
germay,Wolfsburg,Mainz,14,12,2,1.666666667,2,1.666666667,78,74,73,73,75,73,0.403710418,0.275040152,0.32124943,X
germay,Hamburg,Nurnberg,13,15,1.666666667,0.333333333,0.333333333,2,79,73,74,73,75,72,0.496841738,0.266477113,0.236681149,1
germay,Schalke 04,Augsburg,4,18,2.333333333,1,1.333333333,1.666666667,84,71,75,69,78,68,0.690455889,0.193590452,0.115953659,1
germay,Hertha,Schalke 04,9,4,2,2,2.333333333,1,74,84,73,75,74,78,0.3405939,0.280840584,0.378565517,2
germay,Augsburg,M'gladbach,18,3,1.333333333,1.666666667,3,0.333333333,71,77,69,74,68,74,0.23900798,0.276964583,0.484027437,1
germay,FC Koln,Freiburg,11,17,1,2,1.333333333,1.333333333,80,73,74,69,74,73,0.429594806,0.276471905,0.293933289,1
germay,Hannover,Leverkusen,8,6,0.666666667,0.666666667,1.666666667,1,78,78,75,75,75,79,0.351409163,0.281481395,0.367109441,X
germay,Mainz,Hamburg,12,13,1.666666667,1.333333333,1,0.333333333,74,79,73,74,73,75,0.421661676,0.277961055,0.300377269,X
germay,Nurnberg,Hoffenheim,16,9,0.333333333,1.333333333,1,1,73,75,73,74,72,76,0.406193513,0.28239146,0.311415027,2
germay,Werder Bremen,Wolfsburg,5,14,2.333333333,1.666666667,1,2.666666667,78,78,74,73,73,75,0.576567217,0.242632464,0.18080032,1
germay,Dortmund,Kaiserslautern,2,15,1.333333333,0.666666667,0.666666667,1,80,71,79,71,80,71,0.747947363,0.168035092,0.084017546,X
germay,Stuttgart,Bayern Munich,7,1,1,2,2.666666667,1.666666667,76,86,75,81,76,86,0.172616636,0.234990714,0.59239265,2
germay,FC Koln,Mainz,10,12,2,1.666666667,1.666666667,1.333333333,80,74,74,73,74,73,0.383790886,0.275914529,0.340294585,X
germay,Bayern Munich,FC Koln,1,10,2.666666667,1.666666667,2,1.666666667,86,80,81,74,86,74,0.817678745,0.121062371,0.061258883,1
germay,Freiburg,Dortmund,18,2,0.666666667,2,1.333333333,0.666666667,73,80,69,79,73,80,0.162982941,0.246998484,0.590018575,2
germay,Hamburg,Augsburg,13,17,1,0.333333333,1,1.333333333,79,71,74,69,75,68,0.585676442,0.246294398,0.16802916,X
germay,Hoffenheim,Hertha,9,11,1,1,1,1.333333333,75,74,74,73,76,74,0.479089972,0.274067646,0.246842383,X
germay,Leverkusen,Nurnberg,6,15,0.666666667,1,1,1.333333333,78,73,75,73,79,72,0.621040681,0.236624361,0.142334958,2
germay,Schalke 04,Werder Bremen,3,5,3.333333333,0.666666667,1.666666667,3.333333333,84,78,75,74,78,73,0.459577738,0.26956002,0.270862242,1
germay,Wolfsburg,Stuttgart,12,8,1.333333333,2,1,1.666666667,78,76,73,75,75,76,0.364010964,0.27479259,0.361196446,1
germay,Kaiserslautern,Hannover,16,7,1,1,0.666666667,0.666666667,71,78,71,75,71,75,0.405488066,0.281901023,0.312610911,X
germay,M'gladbach,Mainz,4,14,0.666666667,0.666666667,0.666666667,1,77,74,74,73,74,73,0.503931106,0.272614437,0.223454457,1
germay,M'gladbach,Bayern Munich,4,1,0.666666667,0.666666667,3,0.666666667,77,86,74,81,74,86,0.190490993,0.251140592,0.558368415,1
germay,Freiburg,Augsburg,18,17,0.666666667,3,1,1.333333333,73,71,69,69,73,68,0.452129582,0.279621288,0.26824913,1
germay,Hoffenheim,Hannover,8,7,1,0.333333333,0.333333333,0.333333333,75,78,74,75,76,75,0.479525275,0.271420617,0.249054107,X
germay,Kaiserslautern,Werder Bremen,16,5,0.666666667,0.666666667,1.333333333,2,71,78,71,74,71,73,0.335483125,0.279289701,0.385227174,X
germay,Nurnberg,Hertha,12,13,1.666666667,0.666666667,0.666666667,1.666666667,73,74,73,73,72,74,0.434835069,0.280081736,0.285083195,1
germay,Schalke 04,Stuttgart,3,10,3.333333333,0.666666667,0.666666667,2,84,76,75,75,78,76,0.516214444,0.264681651,0.219103905,1
germay,Wolfsburg,FC Koln,9,11,1,1.333333333,1.333333333,1.333333333,78,80,73,74,75,74,0.510487222,0.263771751,0.225741027,1
germay,Hamburg,Dortmund,14,2,0.666666667,2,3.333333333,1,79,80,74,79,75,80,0.226721014,0.268593891,0.504685095,2
germay,Leverkusen,Mainz,6,15,1,1.666666667,0.666666667,1.333333333,78,74,75,73,79,73,0.522200055,0.267346439,0.210453506,1
germay,Hannover,Nurnberg,7,12,0.333333333,0.333333333,1.666666667,0.666666667,78,73,75,73,75,72,0.437966326,0.283129746,0.278903929,1
germay,Augsburg,Kaiserslautern,18,16,0.666666667,0.666666667,0.666666667,0.666666667,71,71,69,71,68,71,0.386783823,0.288838566,0.324377611,X
germay,Bayern Munich,Wolfsburg,1,9,2,1,0.666666667,0.666666667,86,78,81,73,86,75,0.781246242,0.146465799,0.072287959,1
germay,Dortmund,Hoffenheim,2,8,4,1,0.666666667,1.333333333,80,75,79,74,80,76,0.697699468,0.197899676,0.104400856,1
germay,FC Koln,Schalke 04,14,3,0.333333333,2.666666667,4,0.666666667,80,84,74,75,74,78,0.245747439,0.268034796,0.486217765,2
germay,Hertha,Hamburg,15,11,0.666666667,1.666666667,1.333333333,2.333333333,74,79,73,74,74,75,0.39958359,0.284576536,0.315839874,2
germay,Werder Bremen,Leverkusen,5,6,0.333333333,2,1.333333333,2,78,78,74,75,73,79,0.41254435,0.277418161,0.31003749,X
germay,Mainz,Freiburg,12,18,1.666666667,1.666666667,1,2.333333333,74,73,73,69,73,73,0.544363582,0.26055855,0.195077867,1
germay,Stuttgart,M'gladbach,10,4,0.333333333,2.333333333,2.333333333,0.333333333,76,77,75,74,76,74,0.370186206,0.284686346,0.345127448,2
germay,Nurnberg,Dortmund,13,2,1.666666667,0.333333333,4,1,73,80,73,79,72,80,0.165986317,0.246243438,0.587770245,2
germay,Hertha,Hannover,15,7,0.666666667,1.666666667,0.666666667,0.333333333,74,78,73,75,74,75,0.386883488,0.282220298,0.330896214,2
germay,Hoffenheim,Augsburg,8,17,1,1.666666667,1.333333333,1.666666667,75,71,74,69,76,68,0.572889408,0.251916155,0.175194437,X
germay,Leverkusen,Stuttgart,6,11,2,1.666666667,1,2.666666667,78,76,75,75,79,76,0.537792724,0.259962265,0.202245011,X
germay,Schalke 04,Mainz,3,13,2.666666667,1,2,1.666666667,84,74,75,73,78,73,0.568577926,0.247457189,0.183964884,X
germay,Wolfsburg,M'gladbach,10,4,0.333333333,0.666666667,2,0.333333333,78,77,73,74,75,74,0.339748545,0.280654437,0.379597018,X
germay,Freiburg,Werder Bremen,18,5,1.333333333,1.666666667,1,1,73,78,69,74,73,73,0.296753913,0.276237593,0.427008493,X
germay,Kaiserslautern,FC Koln,16,9,0.666666667,1,0.666666667,1.666666667,71,80,71,74,71,74,0.518182962,0.268017121,0.213799917,2
germay,Wolfsburg,Freiburg,10,18,0.333333333,0.666666667,1.333333333,1.666666667,78,73,73,69,75,73,0.556083703,0.251509427,0.192406869,1
germay,Bayern Munich,Kaiserslautern,2,16,1.333333333,1.333333333,0.666666667,1,86,71,81,71,86,71,0.814540292,0.127008979,0.058450729,1
germay,Dortmund,Leverkusen,1,6,3.333333333,0.666666667,2,1.666666667,80,78,79,75,80,79,0.658838089,0.218754834,0.122407077,1
germay,Mainz,Hannover,13,7,1.666666667,1,1,0.333333333,74,78,73,75,73,75,0.480661795,0.276499508,0.242838698,X
germay,M'gladbach,Schalke 04,3,4,2,0,1.666666667,1.666666667,77,84,74,75,74,78,0.389386549,0.282673056,0.327940395,1
germay,Stuttgart,Hertha,9,15,2.333333333,1.666666667,0.333333333,2.666666667,76,74,75,73,76,74,0.511736624,0.267621115,0.220642261,1
germay,Werder Bremen,Hoffenheim,5,11,1.333333333,1.333333333,1.333333333,2,78,75,74,74,73,76,0.503033836,0.268929627,0.228036537,X
germay,Augsburg,Nurnberg,17,14,1.333333333,1.333333333,0,1,71,73,69,73,68,72,0.359399136,0.289748141,0.350852723,X
germay,FC Koln,Hamburg,12,10,0.666666667,1.666666667,1.333333333,0.666666667,80,79,74,74,74,75,0.313492446,0.279876049,0.406631506,2
germay,Hoffenheim,Mainz,11,13,1.333333333,2,1.666666667,1,75,74,74,73,76,73,0.417253209,0.283437155,0.299309636,X
germay,Freiburg,Bayern Munich,18,2,1.666666667,2.666666667,1.666666667,0.333333333,73,86,69,81,73,86,0.105071043,0.185133442,0.709795515,X
germay,Hamburg,Werder Bremen,10,5,1.333333333,0.666666667,1.333333333,1.333333333,79,78,74,74,75,73,0.445848992,0.277417151,0.276733857,2
germay,Hertha,Dortmund,15,1,0,2.333333333,1.333333333,0,74,80,73,79,74,80,0.140511057,0.23655659,0.622932353,2
germay,Kaiserslautern,M'gladbach,16,2,0.333333333,1.666666667,1.666666667,0.333333333,71,77,71,74,71,74,0.29667968,0.287527608,0.415792712,2
germay,Leverkusen,Augsburg,6,17,2,1.333333333,1,2,78,71,75,69,79,68,0.627435462,0.232489571,0.140074967,1
germay,Nurnberg,FC Koln,12,14,0.666666667,1,0.666666667,1,73,80,73,74,72,74,0.526561689,0.264771114,0.208667197,1
germay,Hannover,Stuttgart,7,9,2,1,3,2,78,76,75,75,75,76,0.387607393,0.286829471,0.325563136,1
germay,Schalke 04,Wolfsburg,4,8,1.666666667,1.333333333,1,2,84,78,75,73,78,75,0.562503304,0.253572918,0.183923778,1
germay,M'gladbach,Hamburg,2,11,1.666666667,0.333333333,1,1.333333333,77,79,74,74,74,75,0.538969409,0.25830792,0.202722671,X
germay,Augsburg,Hertha,17,15,1,2,0,2.333333333,71,74,69,73,68,74,0.353769629,0.293573226,0.352657146,1
germay,FC Koln,Leverkusen,14,6,0.666666667,1,2,1.333333333,80,78,74,75,74,79,0.247912765,0.271981966,0.480105269,2
germay,Mainz,Kaiserslautern,11,17,2,0.666666667,0.333333333,2.666666667,74,71,73,71,73,71,0.534354544,0.266083118,0.199562338,1
germay,Stuttgart,Freiburg,8,18,3.666666667,1.666666667,1,2.333333333,76,73,75,69,76,73,0.557292186,0.251685201,0.191022614,1
germay,Werder Bremen,Nurnberg,6,10,1.333333333,1,1,0.333333333,78,73,74,73,73,72,0.53186874,0.25974985,0.20838141,2
germay,Wolfsburg,Hoffenheim,13,9,1.333333333,2.666666667,1.333333333,1,78,75,73,74,75,76,0.426362297,0.284241532,0.289396171,2
germay,Bayern Munich,Schalke 04,2,4,1.333333333,0,1.333333333,1.666666667,86,84,81,75,86,78,0.642375715,0.219080756,0.138543529,1
germay,Dortmund,Hannover,1,7,1.666666667,0.333333333,2,2,80,78,79,75,80,75,0.73286684,0.180325367,0.086807793,1
germay,Dortmund,Mainz,1,11,1.666666667,0.333333333,2,0.666666667,80,74,79,73,80,73,0.725133931,0.184136469,0.090729601,1
germay,Freiburg,Schalke 04,18,4,1,2.333333333,1.333333333,1.666666667,73,84,69,75,73,78,0.244842411,0.264569051,0.490588538,1
germay,Hamburg,Stuttgart,12,8,1,1.333333333,3.666666667,1.666666667,79,76,74,75,75,76,0.462015305,0.276751742,0.261232953,2
germay,Hannover,Augsburg,7,16,2.333333333,2.333333333,2,2,78,71,75,69,75,68,0.545102321,0.26355183,0.191345849,X
germay,Hertha,Werder Bremen,15,6,0.333333333,1.333333333,1,1,74,78,73,74,74,73,0.370685838,0.280569231,0.348744932,1
germay,Kaiserslautern,Wolfsburg,18,11,0.333333333,2,0.333333333,2,71,78,71,73,71,75,0.405182628,0.286744629,0.308072742,X
germay,Leverkusen,Bayern Munich,5,2,2.666666667,0.333333333,0.666666667,0.666666667,78,86,75,81,79,86,0.216782424,0.262778882,0.520438694,1
germay,Hoffenheim,FC Koln,10,14,1.333333333,1,0.666666667,1.666666667,75,80,74,74,76,74,0.577706159,0.249677381,0.172616461,X
germay,Nurnberg,M'gladbach,9,3,1.333333333,0.333333333,1,1,73,77,73,74,72,74,0.323142285,0.288907573,0.387950141,1
germay,Stuttgart,Kaiserslautern,8,18,3.333333333,1.666666667,0.333333333,2,76,71,75,71,76,71,0.563502079,0.251985918,0.184512003,X
germay,Augsburg,Dortmund,16,1,2,2,2,0.666666667,71,80,69,79,68,80,0.115863094,0.215429453,0.668707453,X
germay,Bayern Munich,Hoffenheim,2,10,0.666666667,0.666666667,1.333333333,1,86,75,81,74,86,76,0.746202532,0.170886076,0.082911392,1
germay,FC Koln,Hertha,13,16,0.666666667,1,0.333333333,1.333333333,80,74,74,73,74,74,0.390395541,0.287891686,0.321712773,1
germay,Mainz,Nurnberg,11,9,2.333333333,1,1,0.666666667,74,73,73,73,73,72,0.478850248,0.278712339,0.242437414,1
germay,M'gladbach,Freiburg,3,17,0.333333333,0.666666667,1,1.666666667,77,73,74,69,74,73,0.602220579,0.236822284,0.160957137,X
germay,Wolfsburg,Leverkusen,10,5,1.333333333,1.333333333,2,1,78,78,73,75,75,79,0.326689599,0.280415362,0.392895039,1
germay,Schalke 04,Hamburg,4,14,1.333333333,1.666666667,0.666666667,2.666666667,84,79,75,74,78,75,0.515775727,0.262561324,0.221662949,1
germay,Werder Bremen,Hannover,6,7,1,0.666666667,1,2.666666667,78,78,74,75,73,75,0.46690835,0.274179596,0.258912055,1
germay,Hoffenheim,Stuttgart,12,8,1.333333333,3,2.666666667,0.333333333,75,76,74,75,76,76,0.389602892,0.28478587,0.325611238,2
germay,Augsburg,Mainz,15,11,1.666666667,0.666666667,2.333333333,1,71,74,69,73,68,73,0.321562258,0.292253198,0.386184543,1
germay,Dortmund,Werder Bremen,1,6,1.666666667,0.666666667,1,0.666666667,80,78,79,74,80,73,0.68367377,0.204477201,0.111849029,1
germay,Hamburg,Freiburg,14,16,0.666666667,3.333333333,1.666666667,0.666666667,79,73,74,69,75,73,0.520538531,0.260875954,0.218585516,2
germay,Hertha,Bayern Munich,17,2,0.333333333,2.333333333,4.333333333,1,74,86,73,81,74,86,0.107023604,0.20260809,0.690368307,2
germay,Leverkusen,M'gladbach,5,3,1.666666667,1.666666667,0.666666667,0.666666667,78,77,75,74,79,74,0.447015061,0.282621613,0.270363326,2
germay,Nurnberg,Wolfsburg,10,9,1,1.666666667,2,1,73,78,73,73,72,75,0.457850795,0.279288985,0.262860221,2
germay,Hannover,FC Koln,7,13,2,2,1,1.666666667,78,80,75,74,75,74,0.584279716,0.248765834,0.166954451,1
germay,Kaiserslautern,Schalke 04,18,4,0.333333333,1.333333333,2.666666667,1.333333333,71,84,71,75,71,78,0.279577293,0.285282952,0.435139755,2
germay,Wolfsburg,Hamburg,9,14,2,1,0.666666667,3.333333333,78,79,73,74,75,75,0.458980044,0.270509978,0.270509978,1
germay,Bayern Munich,Hannover,2,7,4.333333333,1,2,2,86,78,81,75,86,75,0.791096545,0.141816573,0.067086882,1
germay,Freiburg,Kaiserslautern,16,18,1.666666667,0.666666667,0.333333333,1.333333333,73,71,69,71,73,71,0.468803674,0.275970636,0.25522569,1
germay,Mainz,Hertha,12,17,1.333333333,2,1,2.666666667,74,74,73,73,73,74,0.546385949,0.265942355,0.187671696,2
germay,M'gladbach,Hoffenheim,4,10,1,1,1.333333333,3.333333333,77,75,74,74,74,76,0.559227559,0.258383845,0.182388596,2
germay,Schalke 04,Leverkusen,3,5,3,0.666666667,1,2.333333333,84,78,75,75,78,79,0.480775973,0.268356204,0.250867822,1
germay,Werder Bremen,Augsburg,6,15,1.333333333,0.666666667,1,0.666666667,78,71,74,69,73,68,0.520597264,0.267273141,0.212129596,X
germay,FC Koln,Dortmund,14,1,1,3.333333333,2.333333333,0.333333333,80,80,74,79,74,80,0.124447693,0.213909327,0.66164298,2
germay,Stuttgart,Nurnberg,7,11,1,0.333333333,0.666666667,2,76,73,75,73,76,72,0.513734487,0.264379399,0.221886114,1
germay,Dortmund,Stuttgart,1,7,2.333333333,0.333333333,1,0.333333333,80,76,79,75,80,76,0.718807074,0.183407566,0.09778536,X
germay,Augsburg,FC Koln,15,14,1,0.666666667,1,3.333333333,71,80,69,74,68,74,0.471616029,0.274161494,0.254222477,1
germay,Hertha,Wolfsburg,17,9,1,2.666666667,2.666666667,1.333333333,74,78,73,73,74,75,0.392938119,0.28208404,0.324977841,2
germay,Kaiserslautern,Hamburg,18,15,0.333333333,2.333333333,1,1.666666667,71,79,71,74,71,75,0.371225772,0.281683877,0.34709035,2
germay,Leverkusen,Freiburg,7,13,0.333333333,2,2.333333333,0.333333333,78,73,75,69,79,73,0.557623037,0.250393951,0.191983012,2
germay,Nurnberg,Bayern Munich,12,2,0.333333333,1.666666667,3,0.333333333,73,86,73,81,72,86,0.113198573,0.200118906,0.686682521,2
germay,Werder Bremen,Mainz,8,11,0.333333333,1.666666667,1.666666667,1.666666667,78,74,74,73,73,73,0.454198204,0.276566233,0.269235562,2
germay,Hannover,M'gladbach,5,4,2.333333333,1.333333333,1.333333333,1.666666667,78,77,75,74,75,74,0.360959521,0.289325802,0.349714677,1
germay,Hoffenheim,Schalke 04,10,3,1.333333333,1.333333333,2.333333333,0.666666667,75,84,74,75,76,78,0.317622399,0.280208232,0.402169369,X
germay,Bayern Munich,Augsburg,2,14,3,0.333333333,1.666666667,1,86,71,81,69,86,68,0.824894668,0.123071744,0.052033588,1
germay,FC Koln,Werder Bremen,16,8,1,4,0.333333333,1.666666667,80,78,74,74,74,73,0.333985288,0.277988749,0.388025963,X
germay,Freiburg,Nurnberg,13,12,2.333333333,0.333333333,0.333333333,1.666666667,73,73,69,73,73,72,0.441183056,0.28115696,0.277659983,X
germay,Kaiserslautern,Hoffenheim,18,10,0.333333333,1.666666667,1.666666667,1,71,75,71,74,71,76,0.343956592,0.281027191,0.375016217,2
germay,M'gladbach,Hertha,4,17,0.666666667,1.333333333,1.333333333,1.666666667,77,74,74,73,74,74,0.58237572,0.249069616,0.168554664,X
germay,Stuttgart,Mainz,5,11,3,1.666666667,1.666666667,2.333333333,76,74,75,73,76,73,0.471787565,0.275885603,0.252326832,1
germay,Wolfsburg,Dortmund,9,1,2.333333333,1.666666667,4.333333333,2,78,80,73,79,75,80,0.172264485,0.237228633,0.590506882,2
germay,Hamburg,Leverkusen,14,6,1,1,0.333333333,1.666666667,79,78,74,75,75,79,0.356657267,0.281382869,0.361959864,X
germay,Schalke 04,Hannover,3,8,2,0.333333333,1,2,84,78,75,75,78,75,0.547539834,0.255268571,0.197191595,1
germay,Augsburg,Stuttgart,15,5,1.333333333,1.333333333,3,1.666666667,71,76,69,75,68,76,0.340796251,0.281564661,0.377639089,2
germay,Hertha,Freiburg,17,13,1.333333333,1.666666667,2,0.666666667,74,73,73,69,74,73,0.436304118,0.276182656,0.287513226,2
germay,Mainz,FC Koln,11,16,1.666666667,2.333333333,1,3,74,80,73,74,73,74,0.584452803,0.241649728,0.173897468,1
germay,Werder Bremen,M'gladbach,8,4,1,2,1,1.333333333,78,77,74,74,73,74,0.388569903,0.280256043,0.331174054,X
germay,Hannover,Wolfsburg,7,10,1.333333333,1.333333333,1.666666667,2,78,78,75,73,75,75,0.447130565,0.27507297,0.277796465,1
germay,Hoffenheim,Hamburg,9,14,2.333333333,0.666666667,0.666666667,1.666666667,75,79,74,74,76,75,0.422495816,0.281310028,0.296194156,1
germay,Leverkusen,Kaiserslautern,6,18,1.333333333,1.333333333,0.666666667,2,78,71,75,71,79,71,0.656941623,0.211515295,0.131543081,1
germay,Nurnberg,Schalke 04,12,3,2,1.333333333,1.666666667,1.666666667,73,84,73,75,72,78,0.30884729,0.28161894,0.40953377,1
germay,Stuttgart,Werder Bremen,5,8,3.666666667,2,1,2,76,78,75,74,76,73,0.522434845,0.253754068,0.223811088,1
germay,Bayern Munich,Mainz,2,11,1,0.666666667,2.666666667,1.333333333,86,74,81,73,86,73,0.726783836,0.1774919,0.095724264,X
germay,Hamburg,Hannover,14,7,0.666666667,1.666666667,1.333333333,1.333333333,79,78,74,75,75,75,0.39951805,0.277882604,0.322599345,1
germay,Kaiserslautern,Nurnberg,18,12,0.666666667,2,2,1.333333333,71,73,71,73,71,72,0.331254429,0.27978131,0.38896426,2
germay,Leverkusen,Hertha,6,17,2.333333333,1.666666667,1.333333333,1.666666667,78,74,75,73,79,74,0.603655066,0.23915622,0.157188714,X
germay,Schalke 04,Dortmund,3,1,1.666666667,2,2,0.666666667,84,80,75,79,78,80,0.299827787,0.272173768,0.427998445,2
germay,Wolfsburg,Augsburg,10,15,0.666666667,2.333333333,1.333333333,2,78,71,73,69,75,68,0.534708766,0.256414364,0.20887687,2
germay,Freiburg,Hoffenheim,13,9,1.333333333,1,2,0.333333333,73,75,69,74,73,76,0.410687459,0.279595203,0.309717338,X
germay,M'gladbach,FC Koln,4,16,1.666666667,0.666666667,0.333333333,2.666666667,77,80,74,74,74,74,0.616014312,0.230404038,0.15358165,1
germay,Mainz,Wolfsburg,12,10,1.666666667,1.333333333,0.666666667,2.333333333,74,78,73,73,73,75,0.473874899,0.264608159,0.261516942,X
germay,Dortmund,M'gladbach,1,4,2,0.666666667,1.666666667,0.666666667,80,77,79,74,80,74,0.645486779,0.226389628,0.128123593,1
germay,FC Koln,Stuttgart,16,5,0.333333333,2.666666667,3.666666667,1,80,76,74,75,74,76,0.247343502,0.261180901,0.491475597,X
germay,Hertha,Kaiserslautern,17,18,1.333333333,1.666666667,0.666666667,2.333333333,74,71,73,71,74,71,0.60170739,0.236850425,0.161442185,2
germay,Hoffenheim,Leverkusen,9,6,1.333333333,0.333333333,2.333333333,1.333333333,75,78,74,75,76,79,0.389705997,0.278692974,0.331601029,2
germay,Nurnberg,Hamburg,11,14,2.333333333,0.666666667,0.666666667,1.666666667,73,79,73,74,72,75,0.426053364,0.284760156,0.28918648,X
germay,Augsburg,Schalke 04,15,3,1.333333333,1.666666667,1,2.333333333,71,84,69,75,68,78,0.30081602,0.280510938,0.418673042,X
germay,Hannover,Freiburg,7,13,0.666666667,0.333333333,0.666666667,0.333333333,78,73,75,69,75,73,0.50736594,0.265763111,0.226870949,X
germay,Freiburg,FC Koln,13,16,0.666666667,0.333333333,0.333333333,2.666666667,73,80,69,74,73,74,0.402075025,0.276587906,0.321337068,1
germay,Hamburg,Mainz,14,12,0.666666667,1.666666667,1.333333333,0,79,74,74,73,75,73,0.452304348,0.276532609,0.271163043,X
germay,Hoffenheim,Nurnberg,9,11,1.333333333,0.333333333,2.333333333,0.666666667,75,73,74,73,76,72,0.490320935,0.265819013,0.243860051,2
germay,Kaiserslautern,Dortmund,18,1,1,2,1.666666667,0.333333333,71,80,71,79,71,80,0.145392872,0.228474513,0.626132615,2
germay,Leverkusen,Hannover,6,7,2.333333333,1.333333333,0.666666667,0.333333333,78,78,75,75,79,75,0.501956044,0.264775866,0.23326809,1
germay,M'gladbach,Augsburg,4,15,1.666666667,1.333333333,1.333333333,1.666666667,77,71,74,69,74,68,0.535856084,0.256375181,0.207768734,X
germay,Schalke 04,Hertha,3,17,1,2.333333333,1.666666667,2.333333333,84,74,75,73,78,74,0.638296812,0.218331904,0.143371284,1
germay,Wolfsburg,Werder Bremen,10,8,0.333333333,1.333333333,1.333333333,2.666666667,78,78,73,74,75,73,0.447869948,0.267225506,0.284904547,1
germay,Augsburg,Hamburg,15,14,1.333333333,1.666666667,0.666666667,1.666666667,71,79,69,74,68,75,0.388929732,0.279057083,0.332013186,1
germay,Dortmund,Freiburg,1,13,1.666666667,0.333333333,0.666666667,0.333333333,80,73,79,69,80,73,0.710793406,0.185229937,0.103976656,1
germay,Hannover,Kaiserslautern,7,18,0.666666667,0.333333333,1,2,78,71,75,71,75,71,0.694576133,0.197053821,0.108370045,1
germay,Hertha,Hoffenheim,17,9,1.666666667,2.333333333,1.333333333,0.333333333,74,75,73,74,74,76,0.48265952,0.254773701,0.262566779,1
germay,Mainz,M'gladbach,12,4,1.333333333,0,1.666666667,1.333333333,74,77,73,74,73,74,0.399645757,0.277962571,0.322391672,2
germay,Nurnberg,Leverkusen,11,6,2.333333333,0.666666667,2.333333333,1.333333333,73,78,73,75,72,79,0.366962002,0.277725584,0.355312414,2
germay,Stuttgart,Wolfsburg,5,10,2.666666667,1,0.333333333,1.333333333,76,78,75,73,76,75,0.489067433,0.254003132,0.256929435,1
germay,Werder Bremen,Schalke 04,8,3,1.333333333,2.666666667,1,2.333333333,78,84,74,75,73,78,0.370482395,0.270909645,0.35860796,2
germay,Dortmund,Werder Bremen,4,14,2,1,1,2,80,73,80,74,80,74,0.713086044,0.182502458,0.104411498,1
