league_name,home_team_name,away_team_name,home_team_rank,away_team_rank,home_team_scored,away_team_scored,home_team_received,away_team_received,home_att,away_att,home_def,away_def,home_mid,away_mid,home_odds_n,draw_odds_n,away_odds_n,result
italy,Cagliari,Genoa,11,8,1.333333333,1,1,1.333333333,75,74,73,73,73,73,0.490079828,0.282531021,0.227389151,1
italy,Inter,Parma,4,10,1.666666667,1.666666667,1.666666667,1.333333333,78,77,79,74,78,73,0.571317782,0.252673758,0.17600846,X
italy,Roma,Fiorentina,2,5,1,0.666666667,1.666666667,2,79,79,77,76,80,78,0.492823476,0.277817156,0.229359368,1
italy,Sampdoria,Catania,16,20,1.333333333,0.666666667,0.666666667,3,71,72,73,70,72,72,0.538742665,0.273659443,0.187597892,1
italy,Sassuolo,Chievo,17,15,1.333333333,1,1.666666667,0,73,73,71,72,70,73,0.439347209,0.294650652,0.266002139,2
italy,Torino,Lazio,7,12,2,0.666666667,1,2,77,79,74,76,70,77,0.386211713,0.297836071,0.315952216,1
italy,Verona,Atalanta,6,13,1.666666667,2,0.666666667,1.666666667,74,76,71,72,73,73,0.476947192,0.291114071,0.231938737,1
italy,Catania,Verona,20,6,0.666666667,3,1.666666667,2,72,88,70,82,72,83,0.351945907,0.305866782,0.342187311,X
italy,Chievo,Sampdoria,16,14,1.333333333,0.333333333,1.333333333,0.333333333,73,71,72,73,73,72,0.423008809,0.301891864,0.275099327,2
italy,Fiorentina,Bologna,4,19,2.666666667,1.666666667,0.333333333,2,79,71,76,72,78,71,0.665411636,0.214413215,0.120175149,1
italy,Genoa,Atalanta,9,13,1,1.333333333,1,1.333333333,74,76,73,72,73,73,0.443461084,0.291085396,0.26545352,X
italy,Juventus,Sassuolo,1,17,2.333333333,0,0.666666667,2.333333333,80,73,81,71,81,70,0.801387602,0.142659228,0.05595317,1
italy,Lazio,Livorno,8,18,1.333333333,1.666666667,0.666666667,2.333333333,79,72,76,69,77,70,0.611895477,0.242181235,0.145923287,1
italy,Napoli,Inter,3,5,3.666666667,2.333333333,2,2.666666667,81,78,76,79,79,78,0.490342121,0.274439911,0.235217968,1
italy,Parma,Cagliari,11,12,1.333333333,1.333333333,1.333333333,1,77,75,74,73,73,73,0.512385056,0.272058508,0.215556437,X
italy,Udinese,Torino,15,7,1,2,1.333333333,0.333333333,75,77,75,74,73,70,0.487378829,0.281096285,0.231524886,2
italy,Milan,Roma,10,2,2.333333333,1.666666667,1.666666667,1.333333333,80,79,77,77,79,80,0.409438276,0.285904427,0.304657298,X
italy,Cagliari,Napoli,12,3,1.333333333,1,3.666666667,2.333333333,75,81,73,76,73,79,0.256599745,0.277374503,0.466025752,X
italy,Livorno,Udinese,19,11,1,2,1.666666667,2,72,75,69,75,70,73,0.312931236,0.300016614,0.38705215,2
italy,Atalanta,Juventus,15,1,1,2.333333333,3.333333333,0.333333333,76,80,72,81,73,81,0.125991996,0.221694608,0.652313397,2
italy,Bologna,Genoa,17,12,0.333333333,1.666666667,0.666666667,1.333333333,71,74,72,73,71,73,0.450648414,0.288635598,0.260715987,1
italy,Inter,Milan,5,13,2,2.333333333,1.333333333,1.666666667,78,80,79,77,78,79,0.361769394,0.287871378,0.350359228,1
italy,Roma,Catania,2,20,2.666666667,1,0,2,79,72,77,70,80,72,0.76367988,0.15848754,0.07783258,1
italy,Sampdoria,Parma,14,8,1.333333333,0.333333333,1.333333333,1.333333333,71,77,73,74,72,73,0.3787796,0.298124638,0.323095762,X
italy,Sassuolo,Fiorentina,18,4,0,2,1.666666667,0.666666667,73,79,71,76,70,78,0.213877712,0.271843608,0.51427868,2
italy,Torino,Chievo,7,16,2.333333333,0.333333333,0.666666667,1.666666667,77,73,74,72,70,73,0.520026434,0.279935139,0.200038427,1
italy,Verona,Lazio,6,9,2,0.666666667,1,1.666666667,74,79,71,76,73,77,0.342824457,0.293900365,0.363275178,1
italy,Chievo,Cagliari,16,10,0.666666667,1.666666667,1,0.666666667,73,75,72,73,73,73,0.401537453,0.305151175,0.293311372,X
italy,Fiorentina,Livorno,4,19,1.666666667,0,0.333333333,1.666666667,79,72,76,69,78,70,0.715894458,0.189171711,0.09493383,1
italy,Juventus,Roma,1,2,3.666666667,0.333333333,2,1.666666667,80,79,81,77,81,80,0.562709528,0.253194144,0.184096327,1
italy,Catania,Bologna,20,17,0.666666667,1.333333333,0.333333333,1.666666667,72,71,70,72,72,71,0.439378689,0.296132972,0.264488338,1
italy,Genoa,Sassuolo,10,18,1,0.666666667,0,2.333333333,74,73,73,71,73,70,0.45577862,0.287665451,0.256555929,1
italy,Lazio,Inter,9,6,1.333333333,1.333333333,1,1.666666667,79,78,76,79,77,78,0.373285233,0.290247923,0.336466844,1
italy,Milan,Atalanta,11,15,1.666666667,1,0.666666667,2.666666667,80,76,77,72,79,73,0.647486473,0.226892537,0.12562099,1
italy,Napoli,Sampdoria,3,14,2.333333333,1,0.666666667,1,81,71,76,73,79,72,0.685529935,0.202865899,0.111604166,1
italy,Parma,Torino,8,7,1.333333333,0.666666667,2.333333333,1.333333333,77,77,74,74,73,70,0.455281707,0.288879613,0.255838681,1
italy,Udinese,Verona,13,5,1,2,2.333333333,0.666666667,75,88,75,82,73,83,0.51598912,0.272555758,0.211455122,2
italy,Bologna,Lazio,17,9,0.333333333,1.666666667,1.333333333,1.333333333,71,79,72,76,71,77,0.311569186,0.298915796,0.389515017,X
italy,Livorno,Parma,19,8,0.333333333,2,2.333333333,0.666666667,72,77,69,74,70,73,0.31551246,0.295731115,0.388756425,2
italy,Atalanta,Catania,13,20,1,2.666666667,1,2,76,72,72,70,73,72,0.501874591,0.280781176,0.217344232,1
italy,Cagliari,Juventus,14,1,0.666666667,1.666666667,3.666666667,0.666666667,75,80,73,81,73,81,0.12165749,0.219777517,0.658564993,2
italy,Roma,Genoa,2,10,2.666666667,1,0.666666667,1.666666667,79,74,77,73,80,73,0.69110977,0.206076368,0.102813863,1
italy,Sassuolo,Milan,17,11,1.333333333,2,2,1.666666667,73,80,71,77,70,79,0.186144214,0.264964384,0.548891402,1
italy,Torino,Fiorentina,7,4,1.666666667,1.333333333,0.666666667,0,77,79,74,76,70,78,0.326843723,0.294923401,0.378232876,X
italy,Verona,Napoli,6,3,2.333333333,1.666666667,2,0.333333333,74,81,71,76,73,79,0.250647998,0.27803384,0.471318162,2
italy,Inter,Chievo,5,16,0.666666667,0.666666667,0.666666667,1.666666667,78,73,79,72,78,73,0.656837162,0.217933255,0.125229583,X
italy,Sampdoria,Udinese,12,15,1.333333333,1,1,2.333333333,71,75,73,75,72,73,0.38665897,0.30103136,0.31230967,1
italy,Juventus,Sampdoria,1,12,3.666666667,0.666666667,1.333333333,1,80,71,81,73,81,72,0.804714467,0.139391572,0.055893961,1
italy,Roma,Livorno,2,19,2.333333333,1,0,2.333333333,79,72,77,69,80,70,0.794879138,0.144265599,0.060855263,1
italy,Atalanta,Cagliari,12,14,1,1.333333333,0.333333333,1.666666667,76,75,72,73,73,73,0.402424267,0.304677246,0.292898487,1
italy,Bologna,Napoli,17,3,0.666666667,1.333333333,2.333333333,0.666666667,71,81,72,76,71,79,0.187265762,0.249632613,0.563101625,X
italy,Catania,Fiorentina,20,4,1,1.666666667,1.333333333,0,72,79,70,76,72,78,0.252113256,0.280833439,0.467053305,2
italy,Chievo,Parma,16,8,0.666666667,1,2.666666667,0.666666667,73,77,72,74,73,73,0.337562882,0.305518078,0.35691904,2
italy,Genoa,Inter,10,5,1,1.333333333,0.333333333,1,74,78,73,79,73,78,0.243875482,0.278646322,0.477478196,1
italy,Milan,Verona,11,6,2.333333333,1.333333333,1,1.666666667,80,88,77,82,79,83,0.650284646,0.217010414,0.132704941,1
italy,Sassuolo,Torino,18,7,1.333333333,2.333333333,1,1,73,77,71,74,70,70,0.340478867,0.289947203,0.36957393,2
italy,Udinese,Lazio,15,9,1,3,1.333333333,0.666666667,75,79,75,76,73,77,0.386962789,0.300219143,0.312818069,2
italy,Lazio,Juventus,9,1,1.333333333,0.666666667,3.666666667,1,79,80,76,81,77,81,0.187342007,0.263495881,0.549162112,X
italy,Napoli,Chievo,3,16,2,1,1,1.333333333,81,73,76,72,79,73,0.733841319,0.180709888,0.085448793,X
italy,Cagliari,Milan,14,9,0.666666667,2.333333333,2,1.666666667,75,80,73,77,73,79,0.233787137,0.27831802,0.487894843,2
italy,Fiorentina,Genoa,4,11,2,1,1.333333333,2.333333333,79,74,76,73,78,73,0.702115154,0.195556375,0.102328471,X
italy,Inter,Catania,5,20,0.333333333,0.666666667,0.333333333,1.666666667,78,72,79,70,78,72,0.700750738,0.195676763,0.103572499,X
italy,Livorno,Sassuolo,19,18,1,2.333333333,1.666666667,2.666666667,72,73,69,71,70,70,0.402215882,0.302197343,0.295586776,1
italy,Parma,Udinese,7,15,2,0.333333333,0.666666667,2.333333333,77,75,74,75,73,73,0.484460727,0.282280404,0.233258869,1
italy,Sampdoria,Bologna,13,17,2,1.666666667,1,1,71,71,73,72,72,71,0.53205231,0.274407978,0.193539712,X
italy,Torino,Atalanta,6,12,1,0,1,0.666666667,77,76,74,72,70,73,0.531104777,0.272964342,0.195930881,1
italy,Verona,Roma,8,2,0.333333333,2.333333333,3.333333333,0.333333333,74,79,71,77,73,80,0.194824049,0.263356487,0.541819464,2
italy,Bologna,Udinese,17,15,1,1,0.666666667,2.333333333,71,75,72,75,71,73,0.363884011,0.307521542,0.328594447,2
italy,Cagliari,Fiorentina,14,4,0.666666667,1,2,1.333333333,75,79,73,76,73,78,0.285109582,0.292009763,0.422880655,1
italy,Milan,Torino,10,7,1.333333333,0.666666667,1.333333333,0.333333333,80,77,77,74,79,70,0.581116245,0.256900711,0.161983045,X
italy,Atalanta,Napoli,11,3,1.333333333,0.333333333,1,2,76,81,72,76,73,79,0.219765006,0.270221792,0.510013202,1
italy,Catania,Livorno,20,18,1,2,2,2.333333333,72,72,70,69,72,70,0.490418888,0.279616303,0.22996481,X
italy,Chievo,Lazio,16,9,0.666666667,1.666666667,2,1,73,79,72,76,73,77,0.305140926,0.301566325,0.393292749,2
italy,Juventus,Inter,1,6,2.666666667,1.333333333,0.333333333,1.333333333,80,78,81,79,81,78,0.656131882,0.217282244,0.126585873,1
italy,Sassuolo,Verona,19,5,0.666666667,2.333333333,1,1.666666667,73,88,71,82,70,83,0.398021631,0.291800505,0.310177864,2
italy,Genoa,Sampdoria,12,13,1.333333333,1.333333333,1.333333333,1.666666667,74,71,73,73,73,72,0.368063678,0.302176946,0.329759376,2
italy,Fiorentina,Atalanta,4,11,2,1.333333333,1.333333333,0.333333333,79,76,76,72,78,73,0.652278457,0.221595969,0.126125574,1
italy,Napoli,Milan,3,10,1,2,1.333333333,0.666666667,81,80,76,77,79,79,0.469096797,0.280068162,0.250835041,1
italy,Udinese,Chievo,14,17,1.666666667,0.333333333,0.333333333,2,75,73,75,72,73,73,0.514892027,0.279375191,0.205732782,1
italy,Inter,Sassuolo,5,19,0.666666667,1,0.666666667,2,78,73,79,71,78,70,0.693519358,0.202926886,0.103553756,1
italy,Lazio,Roma,9,2,1,0.333333333,2.333333333,1,79,79,76,77,77,80,0.247353171,0.280782585,0.471864244,X
italy,Livorno,Genoa,18,10,2,1.666666667,1.333333333,1.333333333,72,74,69,73,70,73,0.388293751,0.297373213,0.314333036,2
italy,Parma,Catania,8,20,1,1.333333333,1,1,77,72,74,70,73,72,0.60600409,0.248889789,0.145106121,X
italy,Sampdoria,Cagliari,12,15,1,0.333333333,0.666666667,1,71,75,73,73,72,73,0.444410993,0.296196437,0.25939257,1
italy,Torino,Bologna,7,16,1,1,1,1.333333333,77,71,74,72,70,71,0.58811059,0.257115015,0.154774395,2
italy,Verona,Juventus,6,1,1.666666667,2,2,1.333333333,74,80,71,81,73,81,0.111016857,0.213234106,0.675749037,X
italy,Milan,Bologna,11,16,1.333333333,1.666666667,1,1.333333333,80,71,77,72,79,71,0.693059975,0.198884415,0.10805561,1
italy,Fiorentina,Inter,4,5,1.666666667,1.333333333,0.666666667,1,79,78,76,79,78,78,0.452461002,0.281945659,0.265593339,2
italy,Atalanta,Parma,13,7,1,2,2,1.333333333,76,77,72,74,73,73,0.373820802,0.30135952,0.324819678,2
italy,Cagliari,Livorno,15,17,0.666666667,1,1.666666667,1.666666667,75,72,73,69,73,70,0.536703562,0.274061393,0.189235045,2
italy,Catania,Lazio,18,10,2,1.333333333,1,1,72,79,70,76,72,77,0.28383632,0.297834543,0.418329137,1
italy,Genoa,Udinese,11,14,1.333333333,1.333333333,2.666666667,1,74,75,73,75,73,73,0.341622107,0.302610831,0.355767062,X
italy,Juventus,Chievo,1,19,2.666666667,1.333333333,0.333333333,2.666666667,80,73,81,72,81,73,0.823064289,0.126766598,0.050169113,1
italy,Roma,Sampdoria,2,12,2.333333333,0.666666667,0.666666667,1,79,71,77,73,80,72,0.708139341,0.191092783,0.100767876,1
italy,Sassuolo,Napoli,20,3,0.333333333,1.666666667,1.666666667,1.333333333,73,81,71,76,70,79,0.157406154,0.243719112,0.598874734,2
italy,Verona,Torino,8,6,1.666666667,2,1.666666667,1.333333333,74,77,71,74,73,70,0.389087381,0.292667479,0.318245141,2
italy,Bologna,Roma,16,2,0.666666667,1.333333333,2.333333333,0.666666667,71,79,72,77,71,80,0.139527711,0.233902306,0.626569983,2
italy,Chievo,Catania,19,18,0.333333333,2.666666667,2,1.333333333,73,72,72,70,73,72,0.437415581,0.301786456,0.260797964,1
italy,Inter,Cagliari,5,15,1.333333333,0.666666667,0.666666667,1.333333333,78,75,79,73,78,73,0.660590026,0.220625741,0.118784233,X
italy,Juventus,Torino,1,8,2,1,1.333333333,1.333333333,80,77,81,74,81,70,0.751623931,0.168667989,0.079708079,1
italy,Lazio,Sassuolo,10,20,1.333333333,1.666666667,0.666666667,2,79,73,76,71,77,70,0.651127994,0.229159124,0.119712881,1
italy,Livorno,Verona,18,6,1.333333333,1.666666667,2,2.333333333,72,88,69,82,70,83,0.390596743,0.292998074,0.316405183,2
italy,Sampdoria,Milan,12,9,0.333333333,1.666666667,1.333333333,1,71,80,73,77,72,79,0.297454519,0.294827648,0.407717832,2
italy,Udinese,Atalanta,14,13,2.333333333,1.333333333,0.333333333,2.333333333,75,76,75,72,73,73,0.531255131,0.275561185,0.193183684,X
italy,Napoli,Genoa,3,11,2,0.666666667,1.666666667,1.333333333,81,74,76,73,79,73,0.729259625,0.18272434,0.088016036,X
italy,Parma,Fiorentina,7,4,2,0.666666667,1.666666667,1.333333333,77,79,74,76,73,78,0.381069175,0.29379841,0.325132415,X
italy,Roma,Inter,2,5,1.333333333,0,1.333333333,0.666666667,79,78,77,79,80,78,0.569167746,0.255258474,0.175573779,X
italy,Atalanta,Chievo,13,16,0.333333333,2.333333333,1,2,76,73,72,72,73,73,0.460738028,0.299856973,0.239404998,1
italy,Cagliari,Udinese,14,15,1.666666667,1,1.333333333,2.333333333,75,75,73,75,73,73,0.387554176,0.300267199,0.312178625,1
italy,Fiorentina,Lazio,4,8,1,1.666666667,1.666666667,1.666666667,79,79,76,76,78,77,0.503379839,0.277337502,0.219282659,2
italy,Genoa,Catania,11,19,2,1.333333333,1,1.666666667,74,72,73,70,73,72,0.459263853,0.29085147,0.249884677,1
italy,Livorno,Napoli,18,3,1.666666667,1.666666667,1.333333333,0.666666667,72,81,69,76,70,79,0.152675924,0.241834499,0.605489577,X
italy,Milan,Juventus,10,1,1,0.666666667,2,0.333333333,80,80,77,81,79,81,0.260882449,0.283562245,0.455555306,2
italy,Sassuolo,Parma,20,6,0.666666667,2,2.333333333,0.666666667,73,77,71,74,70,73,0.266532981,0.285312355,0.448154664,2
italy,Torino,Sampdoria,9,12,1,1.333333333,0.666666667,1.666666667,77,71,74,73,70,72,0.494986153,0.287508429,0.217505418,2
italy,Verona,Bologna,7,16,1.333333333,1.666666667,0,0.666666667,74,71,71,72,73,71,0.488173197,0.277897909,0.233928895,X
italy,Catania,Cagliari,19,14,1,1.666666667,1.666666667,1,72,75,70,73,72,73,0.424528305,0.293718185,0.28175351,X
italy,Udinese,Milan,15,10,1.333333333,2.333333333,1,0.666666667,75,80,75,77,73,79,0.316626239,0.291693756,0.391680005,1
italy,Bologna,Sassuolo,17,20,0,0.333333333,0.666666667,1.333333333,71,73,72,71,71,70,0.487479632,0.283651143,0.228869225,X
italy,Chievo,Genoa,16,11,1.666666667,1,1.333333333,1,73,74,72,73,73,73,0.430169607,0.300616936,0.269213457,1
italy,Inter,Torino,5,9,0.666666667,0.333333333,0,1.333333333,78,77,79,74,78,70,0.603889905,0.235768684,0.160341411,1
italy,Juventus,Fiorentina,1,4,1.333333333,0,0.666666667,1.333333333,80,79,81,76,81,78,0.67188053,0.210243239,0.11787623,1
italy,Lazio,Atalanta,8,13,1.333333333,1,1.333333333,0.666666667,79,76,76,72,77,73,0.583395037,0.255169631,0.161435332,2
italy,Napoli,Roma,3,2,1,0.666666667,0.333333333,0.333333333,81,79,76,77,79,80,0.411203067,0.288134669,0.300662264,1
italy,Parma,Verona,6,7,1.666666667,0.666666667,1,1.333333333,77,88,74,82,73,83,0.543192001,0.257158594,0.199649406,1
italy,Sampdoria,Livorno,12,18,2,1.333333333,1.666666667,2.666666667,71,72,73,69,72,70,0.53100868,0.273837407,0.195153913,1
italy,Verona,Inter,7,5,1,1.333333333,0.666666667,0.333333333,74,78,71,79,73,78,0.274968205,0.282373832,0.442657963,2
italy,Atalanta,Sampdoria,13,12,1.333333333,0.666666667,2,1.333333333,76,71,72,73,73,72,0.405939532,0.310672541,0.283387927,1
italy,Cagliari,Lazio,15,7,1.333333333,1,1,0.333333333,75,79,73,76,73,77,0.348467719,0.301993013,0.349539268,2
italy,Fiorentina,Chievo,4,16,1,1,1.333333333,2,79,73,76,72,78,73,0.621781571,0.240732261,0.137486168,1
italy,Genoa,Juventus,12,1,1,1,1.333333333,0,74,80,73,81,73,81,0.118833494,0.21933189,0.661834617,2
italy,Livorno,Bologna,17,18,1.666666667,2,0.333333333,0.666666667,72,71,69,72,70,71,0.419586903,0.298883821,0.281529277,1
italy,Milan,Parma,11,6,0.666666667,2.333333333,2.333333333,0.666666667,80,77,77,74,79,73,0.517163502,0.268231235,0.214605263,2
italy,Sassuolo,Catania,19,20,1,0.666666667,0.666666667,2,73,72,71,70,70,72,0.418850271,0.300604935,0.280544794,1
italy,Roma,Udinese,2,14,1,1,1,2,79,75,77,75,80,73,0.679578366,0.208697292,0.111724343,1
italy,Torino,Napoli,10,3,0,1.333333333,1,0.333333333,77,81,74,76,70,79,0.274963007,0.288641369,0.436395624,2
italy,Chievo,Roma,16,2,1.333333333,2,1,1,73,79,72,77,73,80,0.152945167,0.259023415,0.588031418,2
italy,Torino,Livorno,10,17,0,1.333333333,1.666666667,2,77,72,74,69,70,70,0.576452497,0.259180192,0.164367311,1
italy,Bologna,Cagliari,16,15,0.666666667,0.666666667,0.333333333,1.333333333,71,75,72,73,71,73,0.407342579,0.307823888,0.284833533,1
italy,Catania,Juventus,20,1,0.666666667,1.666666667,1,0,72,80,70,81,72,81,0.11224,0.210569737,0.677190263,2
italy,Inter,Atalanta,5,8,1.333333333,0.666666667,2,0.333333333,78,76,79,72,78,73,0.636075567,0.233943773,0.129980659,2
italy,Lazio,Milan,7,12,1,0.666666667,1,2,79,80,76,77,77,79,0.38919881,0.293256778,0.317544412,X
italy,Napoli,Fiorentina,3,4,0.666666667,0.333333333,1.333333333,0.666666667,81,79,76,76,79,78,0.507910092,0.269518087,0.222571821,2
italy,Parma,Genoa,6,13,2.333333333,1,0.666666667,1.333333333,77,74,74,73,73,73,0.580438449,0.257767438,0.161794113,X
italy,Sampdoria,Verona,11,9,3,1.666666667,0,3,71,88,73,82,72,83,0.466412664,0.290493455,0.243093881,1
italy,Udinese,Sassuolo,14,19,1.333333333,1,1,0.666666667,75,73,75,71,73,70,0.589178816,0.256187812,0.154633373,1
italy,Roma,Torino,2,10,1.666666667,1,1,1,79,77,77,74,80,70,0.676794975,0.20851257,0.114692455,1
italy,Atalanta,Livorno,8,18,2,0.333333333,1.666666667,2.666666667,76,72,72,69,73,70,0.525729298,0.271677161,0.20259354,1
italy,Cagliari,Verona,15,10,0.333333333,1,0,2.666666667,75,88,73,82,73,83,0.450891744,0.289891977,0.25921628,1
italy,Catania,Napoli,20,3,1,2.666666667,1.666666667,1,72,81,70,76,72,79,0.198673321,0.261962606,0.539364073,2
italy,Chievo,Bologna,16,17,1.333333333,1.666666667,0.666666667,1.666666667,73,71,72,72,73,71,0.445865716,0.315852564,0.23828172,1
italy,Fiorentina,Milan,4,12,1.333333333,1,1.666666667,1.666666667,79,80,76,77,78,79,0.430167871,0.283270805,0.286561324,2
italy,Genoa,Lazio,13,8,1,0.666666667,1,1,74,79,73,76,73,77,0.324772307,0.298448657,0.376779036,1
italy,Juventus,Parma,1,6,1.333333333,0.333333333,2,1.666666667,80,77,81,74,81,73,0.709029321,0.191390009,0.099580669,1
italy,Sassuolo,Sampdoria,19,9,1.333333333,1.333333333,2.333333333,1.333333333,73,71,71,73,70,72,0.350700971,0.299676475,0.349622554,2
italy,Inter,Udinese,5,14,1,0.666666667,1,1,78,75,79,75,78,73,0.571339043,0.254668614,0.173992343,X
italy,Bologna,Atalanta,17,7,0.666666667,1.666666667,2.333333333,0.333333333,71,76,72,72,71,73,0.399853731,0.303966061,0.296180208,2
italy,Milan,Chievo,12,16,1.666666667,1.666666667,1.333333333,1.666666667,80,73,77,72,79,73,0.662043876,0.216876442,0.121079682,1
italy,Lazio,Parma,8,6,1.333333333,1.666666667,1.333333333,2,79,77,76,74,77,73,0.44087938,0.290159101,0.268961519,1
italy,Napoli,Juventus,3,1,2,1,1,1,81,80,76,81,79,81,0.332580376,0.287136701,0.380282923,1
italy,Sampdoria,Fiorentina,12,4,2.333333333,0.333333333,0.333333333,0.666666667,71,79,73,76,72,78,0.335249736,0.292543864,0.3722064,X
italy,Sassuolo,Roma,19,2,0.333333333,1.666666667,2,0.333333333,73,79,71,77,70,80,0.140302618,0.236834109,0.622863273,2
italy,Torino,Cagliari,10,15,2,1.333333333,0.666666667,1,77,75,74,73,70,73,0.504043822,0.283936244,0.212019934,1
italy,Verona,Genoa,9,13,1,2,1,1.333333333,74,74,71,73,73,73,0.427800138,0.297687878,0.274511984,1
italy,Livorno,Inter,18,5,1,2.333333333,1,1.333333333,72,78,69,79,70,78,0.227638354,0.277556114,0.494805532,X
italy,Udinese,Catania,14,20,0.666666667,0,0.666666667,2,75,72,75,70,73,72,0.553249528,0.267356072,0.1793944,1
italy,Roma,Parma,2,6,2,0.333333333,1.333333333,2,79,77,77,74,80,73,0.667722816,0.209622396,0.122654788,1
italy,Chievo,Verona,16,9,1,1.666666667,1,2,73,88,72,82,73,83,0.399938388,0.302725219,0.297336393,2
italy,Inter,Bologna,5,17,1.333333333,1.333333333,0.666666667,2.333333333,78,71,79,72,78,71,0.679355253,0.21113048,0.109514267,X
italy,Atalanta,Sassuolo,8,19,1.333333333,0.666666667,1,1.333333333,76,73,72,71,73,70,0.533449717,0.267605138,0.198945145,2
italy,Cagliari,Roma,15,2,1,1.666666667,2.333333333,0.666666667,75,79,73,77,73,80,0.163727604,0.262646364,0.573626033,2
italy,Catania,Torino,20,10,1,2.333333333,1.666666667,1.333333333,72,77,70,74,72,70,0.370562816,0.298438543,0.330998641,2
italy,Fiorentina,Udinese,4,14,0.666666667,1,0.666666667,0.666666667,79,75,76,75,78,73,0.559358706,0.262223638,0.178417656,1
italy,Lazio,Sampdoria,7,12,1.666666667,1.333333333,0.666666667,1,79,71,76,73,77,72,0.536287465,0.270437738,0.193274796,1
italy,Parma,Napoli,6,3,1.333333333,1.666666667,2,1,77,81,74,76,73,79,0.306398173,0.288640475,0.404961352,1
italy,Genoa,Milan,13,11,1,1.666666667,2.333333333,0.333333333,74,80,73,77,73,79,0.253263755,0.288156728,0.458579517,2
italy,Juventus,Livorno,1,18,1.333333333,1,0.666666667,2,80,72,81,69,81,70,0.814248403,0.130730539,0.055021057,1
italy,Roma,Atalanta,2,8,2.333333333,0.666666667,1.333333333,0.666666667,79,76,77,72,80,73,0.706598759,0.197150383,0.096250857,1
italy,Sassuolo,Cagliari,19,15,1,1,1,2,73,75,71,73,70,73,0.38953086,0.301860448,0.308608691,X
italy,Bologna,Parma,17,6,1,1.666666667,1.333333333,1.333333333,71,77,72,74,71,73,0.300258462,0.295259362,0.404482176,X
italy,Livorno,Chievo,18,16,1.333333333,2.666666667,1.333333333,2,72,73,69,72,70,73,0.399814746,0.303824925,0.296360329,2
italy,Milan,Catania,8,20,2,0.333333333,0.333333333,1.333333333,80,72,77,70,79,72,0.693245471,0.197449441,0.109305088,1
italy,Napoli,Lazio,3,9,2,1,2.333333333,2,81,79,76,76,79,77,0.580835557,0.250873713,0.168290729,1
italy,Sampdoria,Inter,12,5,0,2,2.666666667,1.333333333,71,78,73,79,72,78,0.300086073,0.288926479,0.410987448,2
italy,Torino,Genoa,7,13,2,1,0.666666667,2.333333333,77,74,74,73,70,73,0.520868426,0.275500655,0.203630919,1
italy,Verona,Fiorentina,11,4,2.333333333,1.666666667,2.333333333,1.333333333,74,79,71,76,73,78,0.294417931,0.288724352,0.416857717,2
italy,Udinese,Juventus,14,1,0.666666667,1.333333333,1.333333333,0.666666667,75,80,75,81,73,81,0.159225703,0.250926739,0.589847558,2
italy,Atalanta,Verona,10,11,1,1.666666667,2.333333333,1.666666667,76,88,72,82,73,83,0.46187067,0.3024771,0.23565223,2
italy,Catania,Sampdoria,20,12,1,1.333333333,0.333333333,2.666666667,72,71,70,73,72,72,0.422463032,0.283259037,0.294277931,1
italy,Chievo,Sassuolo,16,18,1.333333333,1.333333333,1.333333333,0.333333333,73,73,72,71,73,70,0.476120973,0.281214878,0.242664149,2
italy,Fiorentina,Roma,4,2,2.333333333,1.666666667,2.333333333,0.666666667,79,79,76,77,78,80,0.307890959,0.281736287,0.410372754,2
italy,Genoa,Cagliari,14,15,1,2,1.333333333,1.666666667,74,75,73,73,73,73,0.424813507,0.310844848,0.264341645,2
italy,Juventus,Bologna,1,17,1.666666667,0,1,1.333333333,80,71,81,72,81,71,0.806936807,0.135844038,0.057219155,1
italy,Lazio,Torino,9,8,2.333333333,2.333333333,2.333333333,1.666666667,79,77,76,74,77,70,0.513190445,0.280222307,0.206587248,X
italy,Milan,Livorno,6,19,2,0.333333333,0.666666667,3,80,72,77,69,79,70,0.735511909,0.177983712,0.086504379,1
italy,Parma,Inter,7,5,0.666666667,1,2.666666667,0.666666667,77,78,74,79,73,78,0.376780433,0.283529164,0.339690403,2
italy,Udinese,Napoli,13,3,0.666666667,1.666666667,1.666666667,1.333333333,75,81,75,76,73,79,0.255963992,0.280245161,0.463790847,X
italy,Roma,Milan,2,6,2.333333333,0.666666667,2,0.333333333,79,80,77,77,80,79,0.522316429,0.261278287,0.216405284,1
italy,Bologna,Fiorentina,17,4,0.333333333,1.666666667,2.666666667,1.333333333,71,79,72,76,71,78,0.275636945,0.292419793,0.431943262,2
italy,Inter,Napoli,5,3,2,0,1.666666667,1,78,81,79,76,78,79,0.422203794,0.280148071,0.297648134,X
italy,Atalanta,Genoa,11,13,1,2,1,1.666666667,76,74,72,73,73,73,0.433087794,0.293592193,0.273320013,X
italy,Cagliari,Parma,14,9,1.333333333,0.666666667,0.333333333,1.333333333,75,77,73,74,73,73,0.306841841,0.289142439,0.404015719,1
italy,Livorno,Lazio,19,7,0.666666667,3,2.333333333,2.333333333,72,79,69,76,70,77,0.296715303,0.278644233,0.424640464,2
italy,Sampdoria,Chievo,12,16,1,2.333333333,1.666666667,1.666666667,71,73,73,72,72,73,0.396782986,0.30923502,0.293981994,1
italy,Torino,Udinese,6,15,2.333333333,1.333333333,0.333333333,1.666666667,77,75,74,75,70,73,0.503138313,0.27678758,0.220074107,1
