,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Ajax,AZ Alkmaar,Groningen,Feyenoord,Twente,PSV Eindhoven,Vitesse,Nijmegen,Roda JC,Heerenveen,Willem II,Sparta,Heracles,Excelsior,Utrecht,NAC Breda,VVV Venlo,Graafschap
1,Ajax,Feyenoord,PSV Eindhoven,Vitesse,Twente,Roda JC,AZ Alkmaar,Groningen,VVV Venlo,Graafschap,Willem II,Sparta,Utrecht,Heerenveen,Nijmegen,Heracles,Excelsior,NAC Breda
2,Feyenoord,Vitesse,Ajax,PSV Eindhoven,Roda JC,AZ Alkmaar,Twente,Groningen,Graafschap,VVV Venlo,NAC Breda,Sparta,Willem II,Utrecht,Heerenveen,Nijmegen,Heracles,Excelsior
3,Feyenoord,Ajax,PSV Eindhoven,Vitesse,Twente,AZ Alkmaar,Roda JC,Graafschap,NAC Breda,Heerenveen,Utrecht,Groningen,Sparta,VVV Venlo,Willem II,Nijmegen,Heracles,Excelsior
4,Ajax,PSV Eindhoven,Feyenoord,Twente,Graafschap,Vitesse,NAC Breda,Utrecht,AZ Alkmaar,Groningen,Roda JC,Heerenveen,Willem II,Sparta,VVV Venlo,Heracles,Nijmegen,Excelsior
5,Ajax,Feyenoord,PSV Eindhoven,Twente,Vitesse,Graafschap,Groningen,NAC Breda,Roda JC,Utrecht,AZ Alkmaar,Heerenveen,Willem II,Sparta,Heracles,Nijmegen,VVV Venlo,Excelsior
6,Feyenoord,Ajax,PSV Eindhoven,NAC Breda,Twente,Vitesse,Groningen,Roda JC,Utrecht,Graafschap,Heerenveen,AZ Alkmaar,Sparta,Willem II,Excelsior,Nijmegen,Heracles,VVV Venlo
7,Feyenoord,PSV Eindhoven,Ajax,Groningen,Graafschap,NAC Breda,Vitesse,Twente,Roda JC,Utrecht,Heerenveen,AZ Alkmaar,Willem II,Sparta,Nijmegen,Heracles,Excelsior,VVV Venlo
8,PSV Eindhoven,Ajax,Feyenoord,Vitesse,Twente,Roda JC,Heerenveen,Graafschap,Groningen,NAC Breda,Utrecht,AZ Alkmaar,Nijmegen,Willem II,Heracles,Sparta,Excelsior,VVV Venlo
9,Ajax,Feyenoord,PSV Eindhoven,Twente,Heerenveen,Vitesse,NAC Breda,Roda JC,Groningen,AZ Alkmaar,Graafschap,Utrecht,Excelsior,Nijmegen,Willem II,VVV Venlo,Heracles,Sparta
10,Ajax,Feyenoord,PSV Eindhoven,Heerenveen,Twente,Roda JC,NAC Breda,Vitesse,AZ Alkmaar,Utrecht,Graafschap,Groningen,Nijmegen,Excelsior,VVV Venlo,Willem II,Heracles,Sparta
11,Ajax,PSV Eindhoven,Feyenoord,Heerenveen,Twente,Roda JC,NAC Breda,AZ Alkmaar,Utrecht,Graafschap,Groningen,Vitesse,Nijmegen,VVV Venlo,Excelsior,Heracles,Sparta,Willem II
12,PSV Eindhoven,Ajax,Feyenoord,Heerenveen,Twente,Roda JC,NAC Breda,Utrecht,Groningen,AZ Alkmaar,Graafschap,Vitesse,Nijmegen,VVV Venlo,Willem II,Excelsior,Heracles,Sparta
13,Ajax,PSV Eindhoven,Feyenoord,Heerenveen,Roda JC,NAC Breda,Twente,AZ Alkmaar,Utrecht,Groningen,Vitesse,Graafschap,Nijmegen,VVV Venlo,Heracles,Willem II,Sparta,Excelsior
14,PSV Eindhoven,Ajax,Feyenoord,Heerenveen,Twente,Roda JC,NAC Breda,Utrecht,Groningen,AZ Alkmaar,Vitesse,Graafschap,Nijmegen,Sparta,VVV Venlo,Heracles,Willem II,Excelsior
15,PSV Eindhoven,Feyenoord,Ajax,Heerenveen,Twente,NAC Breda,Groningen,Roda JC,Utrecht,AZ Alkmaar,Graafschap,Vitesse,VVV Venlo,Nijmegen,Sparta,Excelsior,Heracles,Willem II
16,PSV Eindhoven,Feyenoord,Ajax,Groningen,Heerenveen,Twente,Roda JC,NAC Breda,Utrecht,AZ Alkmaar,Vitesse,Graafschap,VVV Venlo,Nijmegen,Heracles,Sparta,Excelsior,Willem II
17,PSV Eindhoven,Feyenoord,Ajax,Groningen,Twente,Roda JC,Heerenveen,AZ Alkmaar,Utrecht,NAC Breda,Vitesse,Graafschap,VVV Venlo,Nijmegen,Heracles,Willem II,Sparta,Excelsior
18,PSV Eindhoven,Feyenoord,Ajax,Groningen,Twente,Roda JC,Heerenveen,Utrecht,AZ Alkmaar,NAC Breda,Vitesse,Graafschap,VVV Venlo,Heracles,Nijmegen,Willem II,Sparta,Excelsior
19,PSV Eindhoven,Ajax,Feyenoord,Twente,Groningen,Heerenveen,Roda JC,Utrecht,NAC Breda,Vitesse,AZ Alkmaar,Graafschap,VVV Venlo,Heracles,Nijmegen,Sparta,Excelsior,Willem II
20,PSV Eindhoven,Ajax,Feyenoord,Groningen,Heerenveen,Twente,NAC Breda,Roda JC,Utrecht,Vitesse,AZ Alkmaar,Graafschap,VVV Venlo,Heracles,Willem II,Sparta,Nijmegen,Excelsior
21,PSV Eindhoven,Ajax,Feyenoord,Heerenveen,Groningen,NAC Breda,Twente,Roda JC,Utrecht,Vitesse,AZ Alkmaar,Graafschap,Heracles,Willem II,VVV Venlo,Nijmegen,Sparta,Excelsior
22,PSV Eindhoven,Ajax,Heerenveen,Feyenoord,Groningen,NAC Breda,Twente,Utrecht,Roda JC,Vitesse,AZ Alkmaar,Graafschap,Heracles,Nijmegen,Sparta,Willem II,VVV Venlo,Excelsior
23,PSV Eindhoven,Heerenveen,Ajax,Feyenoord,NAC Breda,Groningen,Twente,Roda JC,Utrecht,Vitesse,AZ Alkmaar,Graafschap,Nijmegen,Heracles,Sparta,Willem II,VVV Venlo,Excelsior
24,PSV Eindhoven,Ajax,Feyenoord,NAC Breda,Heerenveen,Groningen,Roda JC,Twente,Utrecht,Vitesse,AZ Alkmaar,Graafschap,Nijmegen,VVV Venlo,Heracles,Excelsior,Sparta,Willem II
25,PSV Eindhoven,Ajax,Feyenoord,Groningen,NAC Breda,Heerenveen,Roda JC,Twente,Vitesse,Utrecht,AZ Alkmaar,Nijmegen,Graafschap,Sparta,Heracles,VVV Venlo,Excelsior,Willem II
26,PSV Eindhoven,Ajax,NAC Breda,Feyenoord,Groningen,Heerenveen,Twente,Roda JC,Utrecht,Vitesse,AZ Alkmaar,Nijmegen,Heracles,Graafschap,VVV Venlo,Willem II,Sparta,Excelsior
27,PSV Eindhoven,Ajax,Feyenoord,Groningen,NAC Breda,Heerenveen,Twente,Roda JC,Vitesse,Utrecht,Nijmegen,AZ Alkmaar,Heracles,Sparta,Graafschap,VVV Venlo,Willem II,Excelsior
28,PSV Eindhoven,Ajax,Feyenoord,NAC Breda,Heerenveen,Groningen,Twente,Roda JC,Utrecht,Vitesse,Nijmegen,AZ Alkmaar,Heracles,Sparta,Graafschap,VVV Venlo,Willem II,Excelsior
29,PSV Eindhoven,Ajax,Heerenveen,Feyenoord,NAC Breda,Twente,Groningen,Roda JC,Utrecht,Vitesse,Nijmegen,AZ Alkmaar,Heracles,Sparta,Graafschap,Willem II,VVV Venlo,Excelsior
30,PSV Eindhoven,Ajax,NAC Breda,Twente,Heerenveen,Feyenoord,Groningen,Roda JC,Utrecht,Nijmegen,Vitesse,AZ Alkmaar,Heracles,Sparta,Graafschap,Willem II,VVV Venlo,Excelsior
31,PSV Eindhoven,Ajax,NAC Breda,Twente,Heerenveen,Feyenoord,Groningen,Roda JC,Nijmegen,Vitesse,Utrecht,AZ Alkmaar,Heracles,Sparta,Graafschap,Willem II,VVV Venlo,Excelsior
32,PSV Eindhoven,Ajax,NAC Breda,Twente,Heerenveen,Feyenoord,Groningen,Roda JC,Nijmegen,Utrecht,Vitesse,AZ Alkmaar,Sparta,Heracles,Willem II,Graafschap,Excelsior,VVV Venlo
33,PSV Eindhoven,Ajax,NAC Breda,Twente,Heerenveen,Feyenoord,Groningen,Nijmegen,Roda JC,Utrecht,AZ Alkmaar,Vitesse,Sparta,Heracles,Willem II,Graafschap,VVV Venlo,Excelsior
