,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Benfica,Sp Braga,Famalicao,Gil Vicente,Boavista,Rio Ave,Sp Lisbon,Guimaraes,Tondela,Belenenses,Portimonense,Setubal,Maritimo,Aves,Porto,Moreirense,Santa Clara,Pacos Ferreira
1,Benfica,Famalicao,Sp Lisbon,Portimonense,Boavista,Porto,Aves,Sp Braga,Moreirense,Santa Clara,Gil Vicente,Guimaraes,Tondela,Rio Ave,Belenenses,Setubal,Maritimo,Pacos Ferreira
2,Sp Lisbon,Famalicao,Porto,Benfica,Boavista,Rio Ave,Sp Braga,Tondela,Portimonense,Moreirense,Santa Clara,Gil Vicente,Guimaraes,Aves,Belenenses,Setubal,Maritimo,Pacos Ferreira
3,Famalicao,Benfica,Porto,Boavista,Rio Ave,Sp Lisbon,Moreirense,Tondela,Santa Clara,Gil Vicente,Portimonense,Sp Braga,Maritimo,Guimaraes,Aves,Setubal,Belenenses,Pacos Ferreira
4,Famalicao,Benfica,Porto,Boavista,Sp Lisbon,Tondela,Santa Clara,Rio Ave,Moreirense,Guimaraes,Setubal,Belenenses,Gil Vicente,Portimonense,Sp Braga,Maritimo,Aves,Pacos Ferreira
5,Famalicao,Benfica,Porto,Rio Ave,Boavista,Guimaraes,Sp Lisbon,Tondela,Santa Clara,Setubal,Moreirense,Gil Vicente,Portimonense,Belenenses,Sp Braga,Maritimo,Pacos Ferreira,Aves
6,Famalicao,Benfica,Porto,Guimaraes,Sp Lisbon,Santa Clara,Boavista,Rio Ave,Tondela,Sp Braga,Maritimo,Setubal,Moreirense,Gil Vicente,Portimonense,Belenenses,Pacos Ferreira,Aves
7,Porto,Benfica,Famalicao,Sp Lisbon,Guimaraes,Boavista,Rio Ave,Sp Braga,Santa Clara,Tondela,Maritimo,Belenenses,Setubal,Moreirense,Gil Vicente,Portimonense,Pacos Ferreira,Aves
8,Benfica,Porto,Famalicao,Sp Lisbon,Guimaraes,Boavista,Rio Ave,Tondela,Santa Clara,Sp Braga,Maritimo,Setubal,Moreirense,Belenenses,Gil Vicente,Portimonense,Pacos Ferreira,Aves
9,Benfica,Porto,Famalicao,Sp Lisbon,Guimaraes,Tondela,Boavista,Santa Clara,Rio Ave,Sp Braga,Setubal,Belenenses,Moreirense,Gil Vicente,Maritimo,Portimonense,Pacos Ferreira,Aves
10,Benfica,Porto,Famalicao,Sp Lisbon,Guimaraes,Rio Ave,Tondela,Sp Braga,Boavista,Santa Clara,Gil Vicente,Setubal,Belenenses,Moreirense,Maritimo,Portimonense,Pacos Ferreira,Aves
11,Benfica,Porto,Famalicao,Sp Lisbon,Sp Braga,Boavista,Guimaraes,Gil Vicente,Rio Ave,Tondela,Belenenses,Moreirense,Setubal,Santa Clara,Portimonense,Maritimo,Pacos Ferreira,Aves
12,Benfica,Porto,Famalicao,Sp Lisbon,Guimaraes,Rio Ave,Sp Braga,Tondela,Boavista,Setubal,Gil Vicente,Belenenses,Moreirense,Santa Clara,Maritimo,Portimonense,Pacos Ferreira,Aves
13,Benfica,Porto,Sp Lisbon,Famalicao,Guimaraes,Rio Ave,Setubal,Sp Braga,Tondela,Boavista,Moreirense,Gil Vicente,Belenenses,Maritimo,Santa Clara,Portimonense,Pacos Ferreira,Aves
14,Benfica,Porto,Famalicao,Sp Lisbon,Guimaraes,Sp Braga,Rio Ave,Tondela,Setubal,Boavista,Gil Vicente,Maritimo,Moreirense,Santa Clara,Belenenses,Pacos Ferreira,Portimonense,Aves
15,Benfica,Porto,Famalicao,Sp Lisbon,Sp Braga,Guimaraes,Rio Ave,Gil Vicente,Tondela,Setubal,Maritimo,Boavista,Moreirense,Santa Clara,Belenenses,Pacos Ferreira,Portimonense,Aves
16,Benfica,Porto,Famalicao,Sp Lisbon,Sp Braga,Guimaraes,Rio Ave,Setubal,Gil Vicente,Tondela,Maritimo,Boavista,Moreirense,Santa Clara,Pacos Ferreira,Belenenses,Portimonense,Aves
17,Benfica,Porto,Sp Lisbon,Famalicao,Sp Braga,Rio Ave,Guimaraes,Setubal,Gil Vicente,Boavista,Tondela,Santa Clara,Maritimo,Belenenses,Moreirense,Pacos Ferreira,Portimonense,Aves
18,Benfica,Porto,Sp Braga,Sp Lisbon,Famalicao,Rio Ave,Guimaraes,Setubal,Boavista,Tondela,Santa Clara,Gil Vicente,Moreirense,Maritimo,Belenenses,Pacos Ferreira,Portimonense,Aves
19,Benfica,Porto,Sp Lisbon,Sp Braga,Rio Ave,Famalicao,Guimaraes,Boavista,Setubal,Santa Clara,Tondela,Gil Vicente,Moreirense,Maritimo,Belenenses,Pacos Ferreira,Portimonense,Aves
20,Benfica,Porto,Sp Braga,Sp Lisbon,Rio Ave,Famalicao,Santa Clara,Guimaraes,Boavista,Setubal,Gil Vicente,Tondela,Maritimo,Moreirense,Belenenses,Pacos Ferreira,Portimonense,Aves
21,Benfica,Porto,Sp Braga,Sp Lisbon,Rio Ave,Famalicao,Guimaraes,Santa Clara,Boavista,Setubal,Moreirense,Gil Vicente,Tondela,Belenenses,Maritimo,Pacos Ferreira,Portimonense,Aves
22,Porto,Benfica,Sp Braga,Sp Lisbon,Rio Ave,Famalicao,Guimaraes,Santa Clara,Gil Vicente,Boavista,Setubal,Moreirense,Belenenses,Tondela,Maritimo,Pacos Ferreira,Portimonense,Aves
23,Porto,Benfica,Sp Braga,Sp Lisbon,Rio Ave,Guimaraes,Famalicao,Moreirense,Santa Clara,Gil Vicente,Boavista,Setubal,Belenenses,Tondela,Maritimo,Pacos Ferreira,Portimonense,Aves
24,Benfica,Porto,Sp Braga,Sp Lisbon,Famalicao,Guimaraes,Rio Ave,Moreirense,Santa Clara,Gil Vicente,Setubal,Belenenses,Boavista,Tondela,Maritimo,Pacos Ferreira,Portimonense,Aves
25,Porto,Benfica,Sp Braga,Sp Lisbon,Famalicao,Rio Ave,Guimaraes,Santa Clara,Moreirense,Boavista,Setubal,Belenenses,Gil Vicente,Tondela,Maritimo,Pacos Ferreira,Portimonense,Aves
26,Benfica,Porto,Sp Lisbon,Sp Braga,Famalicao,Rio Ave,Guimaraes,Santa Clara,Boavista,Moreirense,Setubal,Belenenses,Gil Vicente,Tondela,Maritimo,Pacos Ferreira,Portimonense,Aves
27,Porto,Benfica,Sp Lisbon,Sp Braga,Famalicao,Rio Ave,Guimaraes,Santa Clara,Moreirense,Boavista,Gil Vicente,Pacos Ferreira,Setubal,Belenenses,Tondela,Maritimo,Portimonense,Aves
28,Porto,Benfica,Sp Lisbon,Sp Braga,Rio Ave,Famalicao,Guimaraes,Moreirense,Santa Clara,Boavista,Gil Vicente,Belenenses,Maritimo,Pacos Ferreira,Tondela,Setubal,Portimonense,Aves
29,Porto,Benfica,Sp Lisbon,Sp Braga,Famalicao,Rio Ave,Guimaraes,Moreirense,Santa Clara,Boavista,Gil Vicente,Maritimo,Pacos Ferreira,Belenenses,Tondela,Setubal,Portimonense,Aves
30,Porto,Benfica,Sp Lisbon,Sp Braga,Rio Ave,Famalicao,Guimaraes,Moreirense,Gil Vicente,Santa Clara,Boavista,Maritimo,Pacos Ferreira,Belenenses,Tondela,Setubal,Portimonense,Aves
31,Porto,Benfica,Sp Lisbon,Sp Braga,Famalicao,Rio Ave,Guimaraes,Moreirense,Gil Vicente,Santa Clara,Maritimo,Boavista,Pacos Ferreira,Belenenses,Tondela,Portimonense,Setubal,Aves
32,Porto,Benfica,Sp Lisbon,Sp Braga,Famalicao,Rio Ave,Guimaraes,Moreirense,Santa Clara,Gil Vicente,Boavista,Maritimo,Pacos Ferreira,Belenenses,Tondela,Setubal,Portimonense,Aves
33,Porto,Benfica,Sp Braga,Sp Lisbon,Rio Ave,Famalicao,Guimaraes,Moreirense,Santa Clara,Gil Vicente,Maritimo,Boavista,Pacos Ferreira,Tondela,Belenenses,Setubal,Portimonense,Aves
