,homeTeam,awayTeam,Home Team Rank,Away Team Rank,Home Team Scored Goals,Home Team Received Goals,Away Team Scored Goals,Away Team received Goals
0,Portimonense,Belenenses,11,10,1.3333333333333333,3.0,1.6666666666666667,4.333333333333333
1,Santa Clara,Famalicao,17,3,2.6666666666666665,3.0,,
2,Gil Vicente,Porto,4,15,,,3.333333333333333,0.3333333333333333
3,Benfica,Pacos Ferreira,1,18,4.0,1.3333333333333333,,
4,Boavista,Aves,5,14,2.6666666666666665,0.6666666666666666,0.3333333333333333,2.333333333333333
5,Maritimo,Sp Lisbon,13,7,1.0,1.3333333333333333,3.333333333333333,1.3333333333333333
6,Sp Braga,Moreirense,2,16,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667
7,Setubal,Tondela,12,9,1.0,2.333333333333333,2.333333333333333,2.0
8,Famalicao,Rio Ave,3,6,,,2.333333333333333,1.6666666666666667
9,Moreirense,Gil Vicente,16,4,1.0,1.6666666666666667,,
10,Belenenses,Benfica,15,1,1.3333333333333333,2.333333333333333,3.0,1.0
11,Porto,Setubal,6,16,3.333333333333333,0.3333333333333333,1.0,2.6666666666666665
12,Aves,Maritimo,7,17,1.3333333333333333,1.3333333333333333,1.0,2.333333333333333
13,Pacos Ferreira,Santa Clara,18,10,,,2.0,2.6666666666666665
14,Guimaraes,Boavista,12,5,3.0,1.0,2.0,1.0
15,Sp Lisbon,Sp Braga,3,8,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0
16,Tondela,Portimonense,13,4,2.333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667
17,Setubal,Moreirense,16,9,1.0,2.6666666666666665,1.6666666666666667,1.0
18,Rio Ave,Aves,14,7,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333
19,Benfica,Porto,4,3,2.0,1.0,2.6666666666666665,0.3333333333333333
20,Boavista,Pacos Ferreira,5,18,1.0,0.6666666666666666,,
21,Maritimo,Tondela,17,8,1.0,2.333333333333333,3.0,2.0
22,Santa Clara,Belenenses,11,15,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666
23,Portimonense,Sp Lisbon,9,1,1.0,2.0,2.0,1.3333333333333333
24,Gil Vicente,Sp Braga,12,7,,,1.3333333333333333,1.0
25,Guimaraes,Famalicao,13,2,1.6666666666666667,1.0,,
26,Moreirense,Portimonense,10,9,1.3333333333333333,1.0,1.0,2.0
27,Belenenses,Boavista,15,5,1.0,0.6666666666666666,1.0,0.6666666666666666
28,Aves,Famalicao,15,1,2.0,3.0,1.6666666666666667,1.0
29,Pacos Ferreira,Maritimo,18,13,0.3333333333333333,1.0,1.3333333333333333,2.0
30,Sp Lisbon,Rio Ave,6,5,2.333333333333333,1.6666666666666667,2.6666666666666665,1.3333333333333333
31,Gil Vicente,Setubal,10,16,0.3333333333333333,1.3333333333333333,0.0,1.3333333333333333
