,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Paris SG,Toulouse,Nancy,Sochaux,Caen,Montpellier,Auxerre,Lorient,Lille,Rennes,Monaco,Nice,Lyon,Valenciennes,Arles,Marseille,Lens,Bordeaux,St Etienne,Brest
1,Toulouse,Caen,Rennes,Paris SG,Valenciennes,Nice,Montpellier,Sochaux,Lens,St Etienne,Nancy,Auxerre,Lille,Monaco,Lorient,Lyon,Brest,Marseille,Arles,Bordeaux
2,Toulouse,Caen,Rennes,Valenciennes,Nice,Montpellier,Paris SG,Sochaux,Lens,Lyon,St Etienne,Nancy,Marseille,Auxerre,Monaco,Lille,Bordeaux,Lorient,Brest,Arles
3,Toulouse,Rennes,Montpellier,Sochaux,St Etienne,Caen,Monaco,Nice,Valenciennes,Marseille,Lille,Lorient,Paris SG,Bordeaux,Brest,Lens,Lyon,Nancy,Auxerre,Arles
4,Toulouse,Rennes,St Etienne,Nice,Montpellier,Caen,Paris SG,Lille,Monaco,Sochaux,Nancy,Valenciennes,Marseille,Lorient,Brest,Lyon,Auxerre,Bordeaux,Lens,Arles
5,St Etienne,Toulouse,Rennes,Caen,Sochaux,Lille,Nice,Marseille,Paris SG,Monaco,Brest,Montpellier,Bordeaux,Valenciennes,Nancy,Lorient,Lyon,Lens,Auxerre,Arles
6,St Etienne,Rennes,Toulouse,Caen,Paris SG,Marseille,Lille,Brest,Montpellier,Sochaux,Nice,Monaco,Bordeaux,Lorient,Nancy,Valenciennes,Auxerre,Lyon,Lens,Arles
7,Rennes,St Etienne,Lille,Toulouse,Brest,Sochaux,Paris SG,Marseille,Caen,Bordeaux,Montpellier,Valenciennes,Nice,Auxerre,Monaco,Lorient,Lyon,Nancy,Lens,Arles
8,Rennes,St Etienne,Paris SG,Marseille,Brest,Lille,Bordeaux,Toulouse,Montpellier,Sochaux,Caen,Nice,Lorient,Lyon,Valenciennes,Monaco,Auxerre,Nancy,Lens,Arles
9,Rennes,Marseille,St Etienne,Brest,Toulouse,Montpellier,Paris SG,Lille,Bordeaux,Caen,Sochaux,Valenciennes,Nice,Lyon,Auxerre,Lorient,Nancy,Monaco,Lens,Arles
10,Brest,Rennes,Marseille,St Etienne,Toulouse,Montpellier,Paris SG,Lille,Bordeaux,Lyon,Auxerre,Valenciennes,Lorient,Caen,Nancy,Sochaux,Nice,Monaco,Lens,Arles
11,Rennes,Brest,Paris SG,Marseille,Lille,St Etienne,Toulouse,Montpellier,Lorient,Bordeaux,Lyon,Nice,Auxerre,Valenciennes,Sochaux,Caen,Nancy,Monaco,Lens,Arles
12,Brest,Lille,Rennes,Montpellier,Paris SG,Marseille,St Etienne,Bordeaux,Lyon,Auxerre,Lorient,Toulouse,Valenciennes,Nice,Sochaux,Monaco,Caen,Lens,Nancy,Arles
13,Lille,Rennes,Montpellier,Paris SG,Marseille,Brest,Bordeaux,Lyon,St Etienne,Auxerre,Sochaux,Lorient,Toulouse,Nancy,Valenciennes,Nice,Monaco,Caen,Lens,Arles
14,Marseille,Lille,Brest,Paris SG,Rennes,Montpellier,Bordeaux,Lyon,Sochaux,St Etienne,Lorient,Toulouse,Auxerre,Valenciennes,Nancy,Nice,Monaco,Caen,Lens,Arles
15,Lille,Paris SG,Rennes,Marseille,Lyon,Brest,Sochaux,Bordeaux,Toulouse,Montpellier,St Etienne,Lorient,Auxerre,Nice,Valenciennes,Nancy,Monaco,Lens,Caen,Arles
16,Lille,Paris SG,Lyon,Rennes,Marseille,Brest,St Etienne,Bordeaux,Montpellier,Sochaux,Lorient,Toulouse,Nancy,Auxerre,Nice,Valenciennes,Monaco,Caen,Lens,Arles
17,Lille,Paris SG,Rennes,Lyon,Marseille,St Etienne,Brest,Toulouse,Bordeaux,Montpellier,Sochaux,Lorient,Auxerre,Nice,Nancy,Valenciennes,Lens,Monaco,Caen,Arles
18,Lille,Paris SG,Rennes,Lyon,Marseille,St Etienne,Brest,Bordeaux,Toulouse,Montpellier,Sochaux,Lorient,Nancy,Auxerre,Nice,Valenciennes,Monaco,Lens,Caen,Arles
19,Lille,Paris SG,Rennes,Lyon,Marseille,Toulouse,Montpellier,St Etienne,Brest,Bordeaux,Sochaux,Lorient,Nancy,Auxerre,Nice,Valenciennes,Lens,Caen,Monaco,Arles
20,Lille,Paris SG,Lyon,Rennes,Marseille,Montpellier,St Etienne,Bordeaux,Toulouse,Sochaux,Brest,Lorient,Valenciennes,Nancy,Auxerre,Caen,Nice,Lens,Monaco,Arles
21,Lille,Paris SG,Rennes,Marseille,St Etienne,Lyon,Toulouse,Montpellier,Bordeaux,Brest,Lorient,Sochaux,Valenciennes,Nice,Auxerre,Nancy,Caen,Lens,Monaco,Arles
22,Lille,Rennes,Marseille,Lyon,Paris SG,St Etienne,Montpellier,Toulouse,Bordeaux,Brest,Lorient,Valenciennes,Sochaux,Nancy,Caen,Nice,Auxerre,Monaco,Lens,Arles
23,Lille,Rennes,Marseille,Lyon,Paris SG,Montpellier,St Etienne,Lorient,Brest,Toulouse,Sochaux,Bordeaux,Valenciennes,Caen,Nancy,Auxerre,Nice,Monaco,Lens,Arles
