,Rio Ave scored,Rio Ave received,Sp Lisbon scored,Sp Lisbon received,Nacional scored,Nacional received,Porto scored,Porto received,Gil Vicente scored,Gil Vicente received,Sp Braga scored,Sp Braga received,Naval scored,Naval received,Academica scored,Academica received,Boavista scored,Boavista received,Benfica scored,Benfica received,Setubal scored,Setubal received,Maritimo scored,Maritimo received,Est Amadora scored,Est Amadora received,Pacos Ferreira scored,Pacos Ferreira received,Leiria scored,Leiria received,Penafiel scored,Penafiel received,Guimaraes scored,Guimaraes received,Belenenses scored,Belenenses received
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1.6666666666666667,2.3333333333333335,1.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,0.6666666666666666,2.6666666666666665,3.0,0.6666666666666666
4,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,1.0,0.3333333333333333,1.6666666666666667,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,2.3333333333333335,0.0,1.3333333333333333,1.0,2.6666666666666665,0.6666666666666666,1.6666666666666667,2.0,1.0
5,1.0,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,3.0,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,1.0,0.0,2.0,1.0,2.3333333333333335,1.0,1.6666666666666667,1.0,1.6666666666666667
6,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0
7,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.0,1.0,0.6666666666666666,2.0,0.3333333333333333,1.0,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0
8,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,3.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0
9,2.0,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,0.0,1.6666666666666667,1.3333333333333333,1.0,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.6666666666666667
