,Sp Braga scored,Sp Braga received,Academica scored,Academica received,Nacional scored,Nacional received,Porto scored,Porto received,Pacos Ferreira scored,Pacos Ferreira received,Setubal scored,Setubal received,Olhanense scored,Olhanense received,Leiria scored,Leiria received,Guimaraes scored,Guimaraes received,Benfica scored,Benfica received,Maritimo scored,Maritimo received,Naval scored,Naval received,Rio Ave scored,Rio Ave received,Sp Lisbon scored,Sp Lisbon received,Beira Mar scored,Beira Mar received,Portimonense scored,Portimonense received
0,2.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.6666666666666667,4.0,1.3333333333333333,1.0,1.3333333333333333,1.0,3.0,1.0,2.3333333333333335,1.3333333333333333,3.3333333333333335,1.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.0,1.0,,,,
1,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,3.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,3.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,,,,
2,0.6666666666666666,0.3333333333333333,1.0,1.0,1.3333333333333333,1.6666666666666667,3.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,,,,
3,1.0,1.0,1.6666666666666667,1.0,1.3333333333333333,2.0,2.6666666666666665,0.6666666666666666,1.0,1.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,2.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333
4,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.0,1.0,1.0,0.0,0.6666666666666666,1.0,2.0,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,2.0,1.0,2.3333333333333335,1.0,1.0,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667
5,2.3333333333333335,2.0,2.6666666666666665,1.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,2.0,1.0,2.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0
6,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.0,1.0,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667
7,2.0,1.0,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,2.0,1.0,2.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333
8,1.0,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.0,1.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333,2.0
9,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,3.6666666666666665,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.0,2.6666666666666665,2.0,1.3333333333333333,1.0,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.6666666666666667
