,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Lazio,Torino,Udinese,Bologna,Chievo,Atalanta,Catania,Roma,Inter,Sampdoria,Napoli,Juventus,Fiorentina,Reggina,Siena,Palermo,Cagliari,Lecce,Milan,Genoa
1,Lazio,Atalanta,Torino,Inter,Napoli,Juventus,Udinese,Siena,Palermo,Bologna,Catania,Chievo,Lecce,Genoa,Reggina,Roma,Sampdoria,Fiorentina,Cagliari,Milan
2,Inter,Juventus,Lazio,Palermo,Catania,Atalanta,Napoli,Roma,Torino,Siena,Udinese,Chievo,Lecce,Fiorentina,Bologna,Milan,Genoa,Sampdoria,Reggina,Cagliari
3,Inter,Lazio,Atalanta,Napoli,Juventus,Udinese,Catania,Palermo,Milan,Genoa,Torino,Siena,Chievo,Roma,Lecce,Fiorentina,Sampdoria,Bologna,Reggina,Cagliari
4,Lazio,Napoli,Udinese,Inter,Catania,Palermo,Atalanta,Juventus,Milan,Roma,Lecce,Fiorentina,Genoa,Siena,Torino,Chievo,Sampdoria,Bologna,Reggina,Cagliari
5,Lazio,Udinese,Inter,Palermo,Atalanta,Napoli,Catania,Milan,Fiorentina,Juventus,Genoa,Siena,Lecce,Roma,Torino,Chievo,Sampdoria,Bologna,Reggina,Cagliari
6,Inter,Udinese,Catania,Napoli,Lazio,Atalanta,Milan,Fiorentina,Palermo,Genoa,Lecce,Juventus,Siena,Roma,Bologna,Chievo,Torino,Sampdoria,Cagliari,Reggina
7,Udinese,Inter,Napoli,Milan,Fiorentina,Catania,Lazio,Atalanta,Genoa,Palermo,Juventus,Siena,Lecce,Sampdoria,Roma,Cagliari,Bologna,Chievo,Torino,Reggina
8,Udinese,Napoli,Milan,Inter,Fiorentina,Lazio,Genoa,Catania,Juventus,Atalanta,Palermo,Lecce,Roma,Siena,Torino,Sampdoria,Cagliari,Bologna,Chievo,Reggina
9,Milan,Udinese,Inter,Napoli,Lazio,Juventus,Fiorentina,Genoa,Palermo,Catania,Atalanta,Siena,Lecce,Cagliari,Roma,Sampdoria,Torino,Chievo,Bologna,Reggina
10,Inter,Napoli,Milan,Lazio,Udinese,Juventus,Fiorentina,Genoa,Catania,Palermo,Atalanta,Lecce,Siena,Torino,Roma,Cagliari,Sampdoria,Bologna,Chievo,Reggina
11,Inter,Milan,Juventus,Napoli,Lazio,Udinese,Catania,Fiorentina,Genoa,Atalanta,Palermo,Roma,Cagliari,Siena,Sampdoria,Lecce,Torino,Bologna,Reggina,Chievo
12,Inter,Milan,Napoli,Juventus,Lazio,Fiorentina,Udinese,Catania,Genoa,Atalanta,Roma,Palermo,Siena,Sampdoria,Cagliari,Torino,Lecce,Reggina,Bologna,Chievo
13,Inter,Juventus,Milan,Napoli,Lazio,Fiorentina,Catania,Genoa,Udinese,Atalanta,Palermo,Roma,Siena,Cagliari,Sampdoria,Lecce,Torino,Reggina,Bologna,Chievo
14,Inter,Juventus,Milan,Napoli,Fiorentina,Genoa,Atalanta,Lazio,Roma,Catania,Udinese,Palermo,Cagliari,Siena,Sampdoria,Lecce,Torino,Reggina,Bologna,Chievo
15,Inter,Juventus,Napoli,Milan,Fiorentina,Roma,Genoa,Atalanta,Lazio,Palermo,Udinese,Catania,Cagliari,Sampdoria,Siena,Bologna,Lecce,Torino,Reggina,Chievo
16,Inter,Juventus,Milan,Fiorentina,Napoli,Genoa,Lazio,Roma,Catania,Atalanta,Palermo,Udinese,Cagliari,Sampdoria,Siena,Bologna,Torino,Lecce,Reggina,Chievo
17,Inter,Juventus,Milan,Napoli,Fiorentina,Genoa,Lazio,Roma,Palermo,Catania,Atalanta,Udinese,Cagliari,Sampdoria,Siena,Lecce,Bologna,Torino,Reggina,Chievo
18,Inter,Juventus,Milan,Genoa,Napoli,Fiorentina,Lazio,Roma,Palermo,Atalanta,Cagliari,Catania,Udinese,Siena,Sampdoria,Bologna,Lecce,Torino,Chievo,Reggina
19,Inter,Juventus,Milan,Genoa,Napoli,Roma,Palermo,Fiorentina,Lazio,Cagliari,Atalanta,Catania,Siena,Udinese,Sampdoria,Bologna,Lecce,Torino,Chievo,Reggina
20,Inter,Juventus,Milan,Genoa,Roma,Fiorentina,Napoli,Palermo,Cagliari,Lazio,Atalanta,Udinese,Catania,Siena,Sampdoria,Bologna,Lecce,Torino,Chievo,Reggina
21,Inter,Milan,Juventus,Genoa,Fiorentina,Roma,Cagliari,Napoli,Palermo,Lazio,Atalanta,Udinese,Catania,Siena,Sampdoria,Lecce,Bologna,Torino,Chievo,Reggina
22,Inter,Juventus,Milan,Fiorentina,Roma,Genoa,Palermo,Napoli,Cagliari,Atalanta,Lazio,Udinese,Siena,Catania,Sampdoria,Bologna,Lecce,Torino,Chievo,Reggina
23,Inter,Juventus,Milan,Fiorentina,Genoa,Roma,Cagliari,Atalanta,Palermo,Napoli,Lazio,Udinese,Siena,Catania,Sampdoria,Bologna,Lecce,Torino,Chievo,Reggina
24,Inter,Juventus,Milan,Fiorentina,Genoa,Roma,Cagliari,Atalanta,Palermo,Napoli,Lazio,Udinese,Catania,Sampdoria,Siena,Bologna,Torino,Lecce,Chievo,Reggina
25,Inter,Juventus,Milan,Fiorentina,Genoa,Roma,Cagliari,Lazio,Atalanta,Palermo,Napoli,Udinese,Catania,Sampdoria,Siena,Torino,Bologna,Chievo,Lecce,Reggina
26,Inter,Juventus,Milan,Fiorentina,Roma,Genoa,Lazio,Cagliari,Palermo,Atalanta,Napoli,Udinese,Catania,Sampdoria,Siena,Bologna,Torino,Chievo,Lecce,Reggina
27,Inter,Juventus,Milan,Genoa,Roma,Fiorentina,Palermo,Lazio,Cagliari,Atalanta,Napoli,Udinese,Catania,Sampdoria,Siena,Chievo,Bologna,Torino,Lecce,Reggina
28,Inter,Juventus,Milan,Genoa,Fiorentina,Roma,Cagliari,Palermo,Lazio,Atalanta,Napoli,Catania,Udinese,Sampdoria,Siena,Chievo,Bologna,Torino,Lecce,Reggina
29,Inter,Juventus,Milan,Genoa,Fiorentina,Roma,Cagliari,Palermo,Lazio,Atalanta,Napoli,Sampdoria,Catania,Udinese,Siena,Chievo,Bologna,Torino,Lecce,Reggina
30,Inter,Juventus,Milan,Genoa,Fiorentina,Roma,Palermo,Cagliari,Lazio,Atalanta,Sampdoria,Napoli,Udinese,Siena,Catania,Chievo,Torino,Bologna,Lecce,Reggina
31,Inter,Juventus,Milan,Genoa,Fiorentina,Roma,Palermo,Cagliari,Lazio,Udinese,Atalanta,Catania,Sampdoria,Napoli,Siena,Chievo,Torino,Bologna,Lecce,Reggina
32,Inter,Milan,Juventus,Fiorentina,Genoa,Roma,Cagliari,Palermo,Lazio,Udinese,Atalanta,Napoli,Sampdoria,Catania,Siena,Chievo,Torino,Bologna,Lecce,Reggina
