,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Bayern Munich,Fortuna Dusseldorf,M'gladbach,Dortmund,Ein Frankfurt,Nurnberg,Wolfsburg,Schalke 04,Hannover,Mainz,Freiburg,Hoffenheim,Leverkusen,Werder Bremen,Hamburg,Stuttgart,Augsburg,Greuther Furth
1,Bayern Munich,Ein Frankfurt,Hannover,Schalke 04,Fortuna Dusseldorf,Dortmund,Nurnberg,M'gladbach,Leverkusen,Werder Bremen,Greuther Furth,Wolfsburg,Mainz,Freiburg,Hamburg,Augsburg,Hoffenheim,Stuttgart
2,Bayern Munich,Ein Frankfurt,Hannover,Schalke 04,Dortmund,Nurnberg,Fortuna Dusseldorf,Freiburg,M'gladbach,Wolfsburg,Werder Bremen,Leverkusen,Greuther Furth,Mainz,Augsburg,Stuttgart,Hamburg,Hoffenheim
3,Bayern Munich,Ein Frankfurt,Hannover,Dortmund,Schalke 04,Nurnberg,Fortuna Dusseldorf,Freiburg,M'gladbach,Wolfsburg,Werder Bremen,Mainz,Leverkusen,Greuther Furth,Hamburg,Hoffenheim,Stuttgart,Augsburg
4,Bayern Munich,Ein Frankfurt,Hannover,Schalke 04,Fortuna Dusseldorf,Dortmund,Werder Bremen,Leverkusen,Nurnberg,M'gladbach,Hoffenheim,Freiburg,Wolfsburg,Hamburg,Mainz,Greuther Furth,Stuttgart,Augsburg
5,Bayern Munich,Ein Frankfurt,Dortmund,Schalke 04,Hannover,Fortuna Dusseldorf,Leverkusen,Werder Bremen,Hoffenheim,Hamburg,Mainz,Nurnberg,M'gladbach,Freiburg,Stuttgart,Wolfsburg,Greuther Furth,Augsburg
6,Bayern Munich,Ein Frankfurt,Schalke 04,Dortmund,Hannover,Leverkusen,Fortuna Dusseldorf,Hamburg,Mainz,M'gladbach,Freiburg,Werder Bremen,Hoffenheim,Nurnberg,Stuttgart,Augsburg,Wolfsburg,Greuther Furth
7,Bayern Munich,Ein Frankfurt,Schalke 04,Dortmund,Leverkusen,Hannover,Freiburg,Mainz,Werder Bremen,Hamburg,Fortuna Dusseldorf,Stuttgart,M'gladbach,Hoffenheim,Nurnberg,Augsburg,Greuther Furth,Wolfsburg
8,Bayern Munich,Schalke 04,Ein Frankfurt,Dortmund,Leverkusen,Mainz,Hamburg,Stuttgart,M'gladbach,Hannover,Werder Bremen,Freiburg,Fortuna Dusseldorf,Hoffenheim,Nurnberg,Wolfsburg,Augsburg,Greuther Furth
9,Bayern Munich,Schalke 04,Ein Frankfurt,Leverkusen,Dortmund,Hannover,Werder Bremen,Mainz,Hamburg,Stuttgart,M'gladbach,Freiburg,Hoffenheim,Nurnberg,Fortuna Dusseldorf,Wolfsburg,Greuther Furth,Augsburg
10,Bayern Munich,Schalke 04,Ein Frankfurt,Dortmund,Leverkusen,Hannover,Mainz,M'gladbach,Werder Bremen,Hamburg,Freiburg,Stuttgart,Hoffenheim,Fortuna Dusseldorf,Nurnberg,Wolfsburg,Greuther Furth,Augsburg
11,Bayern Munich,Schalke 04,Ein Frankfurt,Dortmund,Leverkusen,Hannover,Werder Bremen,Mainz,Hamburg,Freiburg,M'gladbach,Stuttgart,Wolfsburg,Hoffenheim,Nurnberg,Fortuna Dusseldorf,Greuther Furth,Augsburg
