,Bayern Munich scored,Bayern Munich received,M'gladbach scored,M'gladbach received,Dortmund scored,Dortmund received,Nurnberg scored,Nurnberg received,Wolfsburg scored,Wolfsburg received,Schalke 04 scored,Schalke 04 received,Hannover scored,Hannover received,Mainz scored,Mainz received,Freiburg scored,Freiburg received,Hoffenheim scored,Hoffenheim received,Leverkusen scored,Leverkusen received,Werder Bremen scored,Werder Bremen received,Hamburg scored,Hamburg received,Stuttgart scored,Stuttgart received,Augsburg scored,Augsburg received,Fortuna Dusseldorf scored,Fortuna Dusseldorf received,Ein Frankfurt scored,Ein Frankfurt received,Greuther Furth scored,Greuther Furth received
0,2.6666666666666665,0.6666666666666666,1.0,0.6666666666666666,3.6666666666666665,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,0.6666666666666666,0.0,1.0,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,2.0,0.3333333333333333,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,,,,,,
1,4.0,0.6666666666666666,1.0,0.0,3.3333333333333335,1.0,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.6666666666666665,3.3333333333333335,1.0,2.0,0.6666666666666666,0.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,3.3333333333333335,2.3333333333333335,0.3333333333333333,1.6666666666666667,2.0,0.0,1.0,1.3333333333333333,3.3333333333333335,0.6666666666666666,1.0,,,,,,
2,4.333333333333333,1.0,1.6666666666666667,1.0,2.6666666666666665,0.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,2.3333333333333335,2.6666666666666665,1.0,3.0,1.0,0.3333333333333333,2.3333333333333335,1.6666666666666667,3.0,1.3333333333333333,4.0,2.0,1.3333333333333333,2.0,2.0,0.6666666666666666,2.0,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,,,,,,
3,3.6666666666666665,0.6666666666666666,1.0,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,2.6666666666666665,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,3.3333333333333335,1.0,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.0,2.6666666666666665,0.3333333333333333,1.6666666666666667,0.0,0.0,3.0,1.0,0.6666666666666666,1.0
4,2.6666666666666665,0.3333333333333333,1.6666666666666667,2.0,2.6666666666666665,2.0,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.6666666666666665,2.0,1.0,2.0,2.0,1.6666666666666667,3.0,2.0,1.3333333333333333,1.6666666666666667,2.0,2.0,2.3333333333333335,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.0,2.6666666666666665,2.0,0.3333333333333333,1.6666666666666667
5,2.3333333333333335,0.0,1.0,2.6666666666666665,3.3333333333333335,2.0,0.6666666666666666,2.6666666666666665,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,2.0,0.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.3333333333333333,1.6666666666666667
6,2.3333333333333335,0.0,1.3333333333333333,2.3333333333333335,3.0,1.3333333333333333,0.3333333333333333,3.0,0.0,2.6666666666666665,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,2.3333333333333335,1.0,1.0,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.0,0.0,1.6666666666666667
7,3.0,0.0,0.6666666666666666,3.0,2.3333333333333335,1.0,0.0,1.6666666666666667,0.0,2.3333333333333335,2.3333333333333335,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,1.0,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.0,2.0
8,2.6666666666666665,0.6666666666666666,1.6666666666666667,2.0,1.3333333333333333,1.0,0.0,1.3333333333333333,1.3333333333333333,2.0,2.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,2.6666666666666665,2.0,1.6666666666666667,2.0,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.0,1.0,1.0,0.3333333333333333,3.3333333333333335,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667
9,3.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0,2.0,1.3333333333333333,1.0,1.0,2.0,2.6666666666666665,2.3333333333333335,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,0.0,1.3333333333333333,1.0,4.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667
