,Feyenoord scored,Feyenoord received,Vitesse scored,Vitesse received,Den Haag scored,Den Haag received,Ajax scored,Ajax received,PSV Eindhoven scored,PSV Eindhoven received,Excelsior scored,Excelsior received,AZ Alkmaar scored,AZ Alkmaar received,Heerenveen scored,Heerenveen received,Heracles scored,Heracles received,Nijmegen scored,Nijmegen received,Zwolle scored,Zwolle received,Roda scored,Roda received,Twente scored,Twente received,Utrecht scored,Utrecht received,Willem II scored,Willem II received,Groningen scored,Groningen received,Sparta Rotterdam scored,Sparta Rotterdam received,Go Ahead Eagles scored,Go Ahead Eagles received
10,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,1.0,1.3333333333333333,2.6666666666666665,1.0,1.3333333333333333,2.0,1.0,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.6666666666666665
11,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,2.0,2.0,1.6666666666666667,2.0,1.0,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667
12,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,2.6666666666666665,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,2.0,2.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,1.0,1.6666666666666667
13,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,2.6666666666666665,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,2.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.3333333333333333,2.6666666666666665,0.0,2.3333333333333335,1.0,1.0,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666,2.3333333333333335,2.0,0.6666666666666666,1.0
14,4.0,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,2.6666666666666665,0.0,1.0,0.3333333333333333,2.6666666666666665,2.3333333333333335,3.0,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,2.0,1.0,3.0,0.3333333333333333,3.3333333333333335,1.0,1.0,1.0,1.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,0.0,2.0,1.0,1.6666666666666667,3.6666666666666665,0.6666666666666666,2.0
15,4.333333333333333,1.3333333333333333,2.0,1.0,0.3333333333333333,2.6666666666666665,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,2.3333333333333335,2.6666666666666665,2.6666666666666665,1.6666666666666667,1.0,1.0,2.3333333333333335,2.0,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,1.0,2.3333333333333335,1.0,0.3333333333333333,0.0,2.0,0.6666666666666666,1.0,3.0,0.3333333333333333,1.6666666666666667
16,4.333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0,2.3333333333333335,1.6666666666666667,2.6666666666666665,2.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,2.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.0,1.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.6666666666666667
17,3.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.0,2.0,1.6666666666666667,2.0,1.6666666666666667,1.0,1.3333333333333333,2.0,2.0,0.6666666666666666,0.3333333333333333,2.0,0.0,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667
18,2.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.0,1.6666666666666667,2.0,1.0,2.0,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,2.3333333333333335,0.0,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2.0,1.0,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667
19,2.3333333333333335,0.0,2.0,1.0,0.3333333333333333,2.3333333333333335,2.3333333333333335,0.3333333333333333,2.6666666666666665,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667
20,2.3333333333333335,0.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.3333333333333335,2.0,0.0,3.3333333333333335,2.0,0.6666666666666666,2.0,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,2.0,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.0,1.0
21,2.6666666666666665,0.0,1.3333333333333333,1.0,0.3333333333333333,2.6666666666666665,2.3333333333333335,0.0,3.0,1.0,0.6666666666666666,2.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.0,2.0,1.6666666666666667,0.3333333333333333,2.6666666666666665,2.0,1.3333333333333333,2.0,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.0,2.0,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.0
22,1.6666666666666667,0.0,0.6666666666666666,1.0,0.3333333333333333,2.0,1.6666666666666667,0.0,3.3333333333333335,1.0,0.6666666666666666,2.0,1.6666666666666667,2.0,0.3333333333333333,1.3333333333333333,3.0,1.0,0.6666666666666666,2.3333333333333335,2.0,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.0
23,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,1.3333333333333333,1.0,2.3333333333333335,2.0,0.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.0,0.6666666666666666,2.0,2.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667
24,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,2.0,0.6666666666666666,2.6666666666666665,1.0,0.3333333333333333,2.3333333333333335,1.0,1.0,1.6666666666666667,1.0,2.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666,1.0,2.0
25,2.3333333333333335,1.3333333333333333,3.0,1.3333333333333333,1.0,0.6666666666666666,2.6666666666666665,0.6666666666666666,2.6666666666666665,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,2.0,1.3333333333333333,2.6666666666666665,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,2.6666666666666665,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.6666666666666665
26,2.3333333333333335,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.3333333333333333,2.0,1.0,2.3333333333333335,2.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,2.0,1.3333333333333333,1.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.0,1.0,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,2.6666666666666665
27,2.6666666666666665,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,0.6666666666666666,2.0,0.3333333333333333,2.0,1.0,2.0,1.6666666666666667,1.0,3.3333333333333335,2.3333333333333335,1.6666666666666667,0.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.3333333333333333,1.0,2.6666666666666665,1.3333333333333333,2.3333333333333335
28,3.6666666666666665,1.0,1.0,0.6666666666666666,2.0,2.0,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,2.6666666666666665,2.0,1.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333,1.0,2.0,1.0,4.0
29,3.6666666666666665,1.3333333333333333,2.3333333333333335,1.0,3.3333333333333335,1.6666666666666667,3.6666666666666665,1.0,3.0,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,1.6666666666666667,2.0,2.6666666666666665,2.6666666666666665,1.0,0.6666666666666666,3.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.0,2.3333333333333335,2.6666666666666665,0.3333333333333333,0.3333333333333333,3.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.0,4.333333333333333
30,4.0,0.6666666666666666,1.6666666666666667,1.0,2.3333333333333335,1.6666666666666667,4.666666666666667,1.0,2.6666666666666665,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,2.0,3.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,3.3333333333333335,1.3333333333333333,3.0,2.0,1.0,1.6666666666666667,1.6666666666666667,2.0,1.0,1.0,2.3333333333333335,3.3333333333333335,1.6666666666666667,1.0,3.0,0.3333333333333333,4.666666666666667
31,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,3.3333333333333335,1.0,2.3333333333333335,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,3.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,3.0,1.3333333333333333,3.0,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,3.6666666666666665,2.3333333333333335,1.0,2.3333333333333335,1.0,3.0
32,1.3333333333333333,1.0,0.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,3.0,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,0.0,1.6666666666666667,1.3333333333333333,1.0,2.3333333333333335,2.3333333333333335,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,3.0
33,1.6666666666666667,1.3333333333333333,1.0,1.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.6666666666666667,3.0,2.0,1.3333333333333333,0.6666666666666666,1.0,3.3333333333333335
