,Feyenoord scored,Feyenoord received,Vitesse scored,Vitesse received,Den Haag scored,Den Haag received,Ajax scored,Ajax received,PSV Eindhoven scored,PSV Eindhoven received,Excelsior scored,Excelsior received,AZ Alkmaar scored,AZ Alkmaar received,Heerenveen scored,Heerenveen received,Heracles scored,Heracles received,Nijmegen scored,Nijmegen received,Zwolle scored,Zwolle received,Roda scored,Roda received,Twente scored,Twente received,Utrecht scored,Utrecht received,Willem II scored,Willem II received,Groningen scored,Groningen received,Sparta Rotterdam scored,Sparta Rotterdam received,Go Ahead Eagles scored,Go Ahead Eagles received
0,1.3333333333333333,0.6666666666666666,1.0,2.3333333333333335,1.0,1.3333333333333333,2.3333333333333335,0.3333333333333333,3.6666666666666665,1.0,1.3333333333333333,1.3333333333333333,3.0,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,,,,
1,1.3333333333333333,0.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,2.3333333333333335,1.0,3.3333333333333335,1.0,2.0,0.6666666666666666,2.3333333333333335,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.0,2.6666666666666665,2.0,2.0,0.6666666666666666,2.6666666666666665,2.0,2.0,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,,,,
2,1.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,3.3333333333333335,1.3333333333333333,2.0,2.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,2.0,2.0,1.6666666666666667,2.3333333333333335,,,,
3,2.3333333333333335,0.3333333333333333,1.0,1.0,1.6666666666666667,1.0,2.0,1.3333333333333333,1.6666666666666667,0.0,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.0,2.6666666666666665,0.6666666666666666,1.0,2.3333333333333335,2.0,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.0,2.0,1.6666666666666667,1.0,0.6666666666666666,2.0
4,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.0,1.6666666666666667,2.3333333333333335,2.0,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.3333333333333333,2.0,0.0,1.0,2.6666666666666665,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333
5,2.6666666666666665,0.6666666666666666,1.0,0.6666666666666666,1.0,2.6666666666666665,2.0,0.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,2.0,0.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,2.0,0.0,2.6666666666666665,0.3333333333333333,1.3333333333333333,0.0,1.6666666666666667,2.6666666666666665,1.6666666666666667,1.0,2.3333333333333335,0.3333333333333333,1.0,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667
6,3.0,0.3333333333333333,1.0,1.0,0.6666666666666666,3.3333333333333335,2.6666666666666665,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.0,0.6666666666666666,3.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.0,2.0,0.6666666666666666,2.6666666666666665,0.0,3.3333333333333335,2.3333333333333335,1.6666666666666667,1.3333333333333333,2.0,0.3333333333333333,1.0,2.0,0.6666666666666666,1.0,1.0,1.3333333333333333,1.3333333333333333
7,2.6666666666666665,0.0,1.6666666666666667,1.0,0.6666666666666666,3.0,3.3333333333333335,1.0,1.3333333333333333,1.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.0,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,2.6666666666666665,0.0,3.0,2.3333333333333335,1.0,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.0,2.0,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333
8,3.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.3333333333333335,3.3333333333333335,1.0,1.6666666666666667,1.0,0.3333333333333333,2.3333333333333335,1.6666666666666667,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.6666666666666665,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667
9,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,1.0,1.0,0.6666666666666666,0.0,2.0,1.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.0,1.6666666666666667,1.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,2.0,1.0,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,1.0,1.3333333333333333,1.0,1.6666666666666667
