,homeTeam,awayTeam,Home Team Rank,Away Team Rank,Home Team Scored Goals,Home Team Received Goals,Away Team Scored Goals,Away Team received Goals
0,Reims,Paris SG,11,10,1.0,1.6666666666666667,2.6666666666666665,1.0
1,Bastia,Marseille,9,8,1.0,0.3333333333333333,2.0,1.0
2,Evian Thonon Gaillard,Caen,20,1,1.6666666666666667,0.3333333333333333,,
3,Guingamp,St Etienne,18,2,1.0,0.6666666666666666,2.6666666666666665,0.6666666666666666
4,Lille,Metz,13,12,2.0,1.6666666666666667,,
5,Montpellier,Bordeaux,16,7,0.0,2.6666666666666665,1.0,0.6666666666666666
6,Nantes,Lens,6,17,0.6666666666666666,1.3333333333333333,,
7,Nice,Toulouse,4,14,0.0,1.6666666666666667,1.3333333333333333,1.3333333333333333
8,Lyon,Rennes,3,19,1.0,1.6666666666666667,2.0,1.3333333333333333
9,Monaco,Lorient,15,5,1.3333333333333333,1.0,1.0,1.3333333333333333
10,Caen,Lille,1,13,,,2.0,1.6666666666666667
11,Lens,Guingamp,18,13,,,1.0,0.3333333333333333
12,Lorient,Nice,5,4,0.6666666666666666,1.3333333333333333,0.0,1.0
13,Metz,Nantes,14,6,,,0.6666666666666666,1.3333333333333333
14,Paris SG,Bastia,3,16,3.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
15,Rennes,Evian Thonon Gaillard,8,20,3.333333333333333,1.6666666666666667,2.333333333333333,2.0
16,Toulouse,Lyon,12,10,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0
17,Bordeaux,Monaco,2,19,2.0,1.0,1.3333333333333333,2.0
18,Marseille,Montpellier,15,11,0.6666666666666666,1.0,0.6666666666666666,2.0
19,St Etienne,Reims,1,17,3.0,1.0,1.0,2.6666666666666665
20,Evian Thonon Gaillard,Paris SG,20,3,2.333333333333333,2.0,3.0,0.3333333333333333
21,Bastia,Toulouse,11,14,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.0
22,Guingamp,Marseille,16,10,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
23,Lille,Lorient,3,12,2.333333333333333,0.3333333333333333,0.3333333333333333,2.0
24,Montpellier,Metz,5,18,1.3333333333333333,1.3333333333333333,,
25,Nice,Bordeaux,9,1,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.0
26,Reims,Caen,19,4,0.6666666666666666,2.6666666666666665,,
27,Lyon,Lens,13,15,0.6666666666666666,1.0,,
28,Nantes,Monaco,8,17,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667
29,St Etienne,Rennes,2,7,2.0,0.6666666666666666,3.0,1.0
30,Marseille,Nice,10,9,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333
31,Caen,Rennes,9,5,0.6666666666666666,0.6666666666666666,2.333333333333333,0.6666666666666666
32,Lens,Reims,11,19,1.6666666666666667,1.0,1.0,3.0
33,Lorient,Guingamp,6,18,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667
34,Monaco,Lille,15,3,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333
35,Nantes,Montpellier,7,10,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333
36,Toulouse,Evian Thonon Gaillard,12,20,1.0,0.6666666666666666,0.6666666666666666,2.333333333333333
37,Bordeaux,Bastia,1,13,2.6666666666666665,1.0,0.6666666666666666,1.0
38,Metz,Lyon,14,17,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667
39,Paris SG,St Etienne,2,8,2.333333333333333,0.0,1.0,2.0
40,Lyon,Monaco,17,15,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667
41,Bastia,Lens,14,9,1.0,0.6666666666666666,2.0,1.0
42,Montpellier,Lorient,6,8,1.0,0.3333333333333333,1.3333333333333333,1.0
43,Nice,Metz,11,17,0.6666666666666666,2.333333333333333,0.6666666666666666,1.3333333333333333
44,Reims,Toulouse,18,15,1.3333333333333333,2.0,0.3333333333333333,1.0
45,Rennes,Paris SG,7,5,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333
46,St Etienne,Caen,4,12,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666
47,Evian Thonon Gaillard,Marseille,20,2,0.3333333333333333,1.3333333333333333,2.6666666666666665,0.3333333333333333
48,Guingamp,Bordeaux,16,3,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333
49,Lille,Nantes,1,10,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.0
50,Bordeaux,Evian Thonon Gaillard,3,20,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.3333333333333333
51,Lorient,Reims,11,15,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333
52,Marseille,Rennes,1,8,3.333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333
53,Metz,Bastia,9,18,1.6666666666666667,1.0,1.0,1.6666666666666667
54,Nantes,Nice,7,17,1.0,1.0,0.6666666666666666,2.0
55,Toulouse,Caen,14,10,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667
56,Lens,St Etienne,13,3,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667
57,Lille,Montpellier,4,6,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
58,Monaco,Guingamp,16,19,1.0,1.0,0.6666666666666666,2.0
59,Paris SG,Lyon,5,12,2.333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333
60,Reims,Marseille,15,1,1.6666666666666667,1.3333333333333333,3.333333333333333,0.3333333333333333
61,Rennes,Toulouse,13,10,0.3333333333333333,2.333333333333333,2.0,1.6666666666666667
62,Bastia,Nantes,16,7,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0
63,Caen,Paris SG,14,4,1.0,2.0,1.3333333333333333,0.6666666666666666
64,Evian Thonon Gaillard,Lens,20,15,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333
65,Guingamp,Metz,19,6,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666
66,Lyon,Lorient,8,17,2.333333333333333,0.6666666666666666,0.0,2.0
67,Montpellier,Monaco,9,11,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666
68,Nice,Lille,12,5,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333
69,St Etienne,Bordeaux,3,2,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333
70,Lille,Bastia,5,16,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333
71,Lorient,Evian Thonon Gaillard,17,18,0.0,2.333333333333333,1.6666666666666667,1.0
72,Metz,Reims,5,19,2.333333333333333,0.3333333333333333,0.3333333333333333,2.6666666666666665
73,Monaco,Nice,12,8,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666
74,Montpellier,Guingamp,7,20,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333
75,Toulouse,Paris SG,11,4,2.333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666
76,Bordeaux,Rennes,2,15,1.6666666666666667,1.0,0.3333333333333333,2.6666666666666665
77,Lens,Caen,14,13,0.3333333333333333,1.0,1.0,1.6666666666666667
78,Marseille,St Etienne,1,6,3.333333333333333,0.3333333333333333,1.0,1.0
79,Nantes,Lyon,9,10,1.0,0.6666666666666666,2.0,0.6666666666666666
80,Reims,Bordeaux,19,2,0.3333333333333333,2.6666666666666665,1.6666666666666667,1.0
81,Bastia,Lorient,19,14,0.0,1.0,0.6666666666666666,2.0
82,Caen,Marseille,17,1,0.3333333333333333,1.3333333333333333,3.0,0.6666666666666666
83,Evian Thonon Gaillard,Metz,15,9,2.333333333333333,0.3333333333333333,1.3333333333333333,1.0
84,Nice,Montpellier,11,7,1.0,0.3333333333333333,1.0,1.0
