,St Etienne scored,St Etienne received,Lyon scored,Lyon received,Nice scored,Nice received,Lorient scored,Lorient received,Nantes scored,Nantes received,Bordeaux scored,Bordeaux received,Marseille scored,Marseille received,Bastia scored,Bastia received,Paris SG scored,Paris SG received,Reims scored,Reims received,Lille scored,Lille received,Toulouse scored,Toulouse received,Monaco scored,Monaco received,Montpellier scored,Montpellier received,Guingamp scored,Guingamp received,Rennes scored,Rennes received,Evian Thonon Gaillard scored,Evian Thonon Gaillard received,Caen scored,Caen received,Metz scored,Metz received,Lens scored,Lens received
0,2.6666666666666665,0.6666666666666666,1.0,1.6666666666666667,0.0,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,2.0,1.0,1.0,0.3333333333333333,2.6666666666666665,1.0,1.0,1.6666666666666667,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.0,2.6666666666666665,1.0,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,,,,,,
1,3.0,1.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,3.0,0.3333333333333333,1.0,2.6666666666666665,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,2.0,1.0,0.3333333333333333,3.3333333333333335,1.6666666666666667,2.3333333333333335,2.0,,,,,,
2,2.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,0.6666666666666666,2.6666666666666665,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.0,0.0,0.6666666666666666,2.6666666666666665,2.3333333333333335,0.3333333333333333,1.6666666666666667,1.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,3.0,1.0,1.6666666666666667,2.0,,,,,,
3,1.0,2.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,2.3333333333333335,0.0,1.0,3.0,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.0
4,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.0,0.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,0.3333333333333333,1.0,0.6666666666666666,2.0,0.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,1.0
5,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,1.0,1.0,1.3333333333333333,1.3333333333333333,3.3333333333333335,0.3333333333333333,1.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.0,1.0,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333
6,1.0,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,0.6666666666666666,0.0,2.0,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,3.6666666666666665,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,2.0,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,2.0,1.0,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333
7,1.0,1.0,2.0,0.6666666666666666,1.0,0.6666666666666666,0.0,2.3333333333333335,1.0,0.6666666666666666,1.6666666666666667,1.0,3.3333333333333335,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.6666666666666665,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,2.6666666666666665,1.6666666666666667,1.0,1.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.0
8,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,1.0,1.0,3.0,0.6666666666666666,0.0,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333
9,0.6666666666666666,1.0,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,1.0,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,1.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,1.6666666666666667
