,Barcelona scored,Barcelona received,Espanol scored,Espanol received,Valencia scored,Valencia received,Sociedad scored,Sociedad received,Sevilla scored,Sevilla received,Ath Bilbao scored,Ath Bilbao received,Ath Madrid scored,Ath Madrid received,Osasuna scored,Osasuna received,La Coruna scored,La Coruna received,Mallorca scored,Mallorca received,Real Madrid scored,Real Madrid received,Almeria scored,Almeria received,Zaragoza scored,Zaragoza received,Hercules scored,Hercules received,Villarreal scored,Villarreal received,Getafe scored,Getafe received,Malaga scored,Malaga received,Santander scored,Santander received,Sp Gijon scored,Sp Gijon received,Levante scored,Levante received
0,3.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,3.0,0.0,4.0,1.0,4.0
1,1.5,1.0,1.5,2.5,2.0,0.5,1.5,1.0,2.0,0.5,1.0,1.0,3.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.5,2.5,1.0,0.5,2.0,0.5,2.5,2.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,4.0
2,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,2.3333333333333335,1.0,1.0,2.0,0.6666666666666666,2.3333333333333335,2.0,2.3333333333333335,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,1.0,3.3333333333333335
3,1.0,1.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335,1.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,2.0,1.6666666666666667,2.6666666666666665,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.0,1.0,2.0
4,2.0,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.0,1.3333333333333333,2.0,1.6666666666666667,1.0,1.0,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.6666666666666666,2.0,1.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666
5,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,3.0,1.0,1.3333333333333333,3.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.3333333333333333
6,2.0,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,3.3333333333333335,0.6666666666666666,1.0,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666
7,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.3333333333333335,2.0,2.0,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.3333333333333333,3.0,1.0,1.0,5.333333333333333,1.0,0.6666666666666666,1.0,1.0,2.0,1.0,2.0,2.0,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333
8,3.0,0.3333333333333333,1.0,1.3333333333333333,1.0,1.6666666666666667,2.0,1.0,1.3333333333333333,3.3333333333333335,2.6666666666666665,1.6666666666666667,1.0,1.0,1.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,1.0,4.333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,1.0,1.0,1.6666666666666667,0.6666666666666666,3.0,2.0,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667
9,3.3333333333333335,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,2.0,2.6666666666666665,2.3333333333333335,2.6666666666666665,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,3.6666666666666665,0.6666666666666666,1.0,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,2.3333333333333335,0.6666666666666666,1.3333333333333333,2.0,0.3333333333333333,2.0,1.6666666666666667,2.6666666666666665,0.6666666666666666,1.6666666666666667,1.0,2.0
