,Motherwell scored,Motherwell received,Celtic scored,Celtic received,Dundee United scored,Dundee United received,Hearts scored,Hearts received,Kilmarnock scored,Kilmarnock received,Aberdeen scored,Aberdeen received,St Johnstone scored,St Johnstone received,St Mirren scored,St Mirren received,Hibernian scored,Hibernian received,Inverness C scored,Inverness C received,Rangers scored,Rangers received,Dunfermline scored,Dunfermline received
0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,2.0,1.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,2.0,0.0,1.0,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,,
1,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,0.0,1.6666666666666667,1.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,0.3333333333333333,,
2,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,,
3,0.6666666666666666,0.0,2.6666666666666665,0.6666666666666666,1.0,2.0,1.0,0.6666666666666666,1.3333333333333333,1.0,0.0,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0,1.0,2.0,2.0,0.0,1.6666666666666667,1.6666666666666667
4,0.6666666666666666,1.0,2.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.0,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,1.0,1.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.3333333333333335,2.3333333333333335,0.0,1.6666666666666667,1.0
5,1.6666666666666667,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.3333333333333333,3.0,1.6666666666666667,0.0,1.6666666666666667,1.0,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.0,1.6666666666666667,2.3333333333333335,0.0,1.3333333333333333,1.3333333333333333
6,1.3333333333333333,3.0,2.0,0.3333333333333333,1.0,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,0.0,1.6666666666666667,2.3333333333333335
7,1.3333333333333333,3.0,2.6666666666666665,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.0,0.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,2.0,3.0
8,0.3333333333333333,2.3333333333333335,2.6666666666666665,1.3333333333333333,2.0,1.6666666666666667,1.0,1.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.0,1.6666666666666667,0.0,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0,3.0,0.6666666666666666,1.3333333333333333,3.0
9,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,2.3333333333333335,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.0,2.3333333333333335,2.0,1.0,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,1.0,2.0,3.0,0.6666666666666666,0.6666666666666666,3.3333333333333335
10,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,3.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.6666666666666665,2.3333333333333335,0.6666666666666666,2.0,0.3333333333333333,1.6666666666666667,1.0,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,0.0,3.3333333333333335
11,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,1.0,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.3333333333333335
12,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.0,1.0,2.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.3333333333333335
13,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.0,1.0,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,3.0,2.3333333333333335,2.3333333333333335,0.6666666666666666,1.0,1.6666666666666667
14,2.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,0.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.6666666666666665,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.0,2.0
15,1.0,1.0,3.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.3333333333333335,2.0,2.0,1.3333333333333333,1.0,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.0,0.6666666666666666,1.6666666666666667,1.6666666666666667
16,2.0,1.3333333333333333,2.6666666666666665,0.0,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.0,2.6666666666666665,1.6666666666666667,2.6666666666666665,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.3333333333333335
17,2.3333333333333335,1.0,2.3333333333333335,0.0,1.0,1.0,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.0,3.0,1.3333333333333333,3.0,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0
18,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,1.6666666666666667,2.0,2.0,0.6666666666666666,0.6666666666666666,2.3333333333333335
19,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.3333333333333333,2.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,2.0,1.6666666666666667,1.0,0.3333333333333333,2.6666666666666665
20,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,1.3333333333333333,2.0,0.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,3.3333333333333335
21,1.0,2.0,2.0,0.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,1.6666666666666667,1.0,1.0,2.0,0.0,1.6666666666666667,1.6666666666666667,1.0,2.3333333333333335,1.0,1.0,1.3333333333333333,1.0,0.3333333333333333,3.0
