,Rangers scored,Rangers received,Hearts scored,Hearts received,Inverness C scored,Inverness C received,Celtic scored,Celtic received,Motherwell scored,Motherwell received,Aberdeen scored,Aberdeen received,Dundee United scored,Dundee United received,Dunfermline scored,Dunfermline received,Hibernian scored,Hibernian received,Kilmarnock scored,Kilmarnock received,Falkirk scored,Falkirk received,Livingston scored,Livingston received
0,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,
3,2.0,1.3333333333333333,3.0,0.0,1.0,1.0,2.0,1.3333333333333333,2.0,3.0,1.3333333333333333,2.0,1.6666666666666667,3.0,0.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,2.0
4,1.6666666666666667,2.3333333333333335,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.0,2.6666666666666665,1.3333333333333333,2.0,3.6666666666666665,2.0,1.3333333333333333,2.0,2.6666666666666665,0.3333333333333333,2.0,2.6666666666666665,0.0,3.0,1.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,2.3333333333333335
5,1.3333333333333333,1.6666666666666667,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,2.3333333333333335,2.6666666666666665,1.0,1.3333333333333333,2.3333333333333335,2.3333333333333335,1.0,2.6666666666666665,2.3333333333333335,0.3333333333333333,2.6666666666666665,1.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,2.6666666666666665
6,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.0,2.6666666666666665,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,3.0,1.6666666666666667,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,3.0,0.3333333333333333,3.0
7,1.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,1.0,1.3333333333333333,2.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,2.0
8,2.6666666666666665,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,2.6666666666666665,0.3333333333333333,2.6666666666666665,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,2.6666666666666665,0.0,2.3333333333333335
9,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,2.3333333333333335,2.6666666666666665,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.0,0.0,2.0
