,Benfica scored,Benfica received,Porto scored,Porto received,Arouca scored,Arouca received,Sp Braga scored,Sp Braga received,Sp Lisbon scored,Sp Lisbon received,Pacos Ferreira scored,Pacos Ferreira received,Belenenses scored,Belenenses received,Rio Ave scored,Rio Ave received,Boavista scored,Boavista received,Setubal scored,Setubal received,Nacional scored,Nacional received,Maritimo scored,Maritimo received,Academica scored,Academica received,Moreirense scored,Moreirense received,Guimaraes scored,Guimaraes received,Estoril scored,Estoril received,Uniao Madeira scored,Uniao Madeira received,Tondela scored,Tondela received
10,2.6666666666666665,0.0,2.3333333333333335,0.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,0.0,0.6666666666666666,1.0,0.6666666666666666,2.0,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.0,1.0,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.3333333333333333,2.3333333333333335
11,2.3333333333333335,0.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.0,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,2.3333333333333335,1.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.0,0.0,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667
12,3.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,3.0,0.6666666666666666,1.0,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,2.3333333333333335,2.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.0,2.6666666666666665,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.0,1.3333333333333333
13,3.3333333333333335,1.0,2.3333333333333335,1.0,2.6666666666666665,2.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.3333333333333335,1.0,1.6666666666666667,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.6666666666666667,3.0,1.0,1.0,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.0,1.0,2.0,0.3333333333333333,2.0
14,2.6666666666666665,1.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,2.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,3.0,1.0,2.0,2.0,2.0,2.3333333333333335,0.3333333333333333,1.6666666666666667,2.0,2.0,1.0,2.0,2.0,2.6666666666666665,2.6666666666666665,2.3333333333333335,2.0,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,3.0,1.3333333333333333,2.0
15,3.3333333333333335,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,2.6666666666666665,0.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.3333333333333333,2.0,0.6666666666666666,3.6666666666666665,1.3333333333333333,2.3333333333333335,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.3333333333333333,2.3333333333333335
16,3.6666666666666665,0.3333333333333333,2.0,1.0,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,3.6666666666666665,0.6666666666666666,2.0,1.0,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,0.0,3.0,0.6666666666666666,3.0,1.6666666666666667,2.6666666666666665,2.0,2.6666666666666665,1.6666666666666667,1.6666666666666667,2.3333333333333335,3.0,2.0,2.0,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0
17,4.0,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.6666666666666667,3.6666666666666665,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,1.0,1.3333333333333333,2.0,0.3333333333333333,4.0,1.6666666666666667,3.0,1.6666666666666667,2.6666666666666665,1.0,1.6666666666666667,2.0,3.3333333333333335,2.3333333333333335,1.6666666666666667,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,2.0
18,3.0,1.0,2.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,3.3333333333333335,2.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.0,2.3333333333333335,2.0,2.0,1.0,2.3333333333333335,1.0,3.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.0,2.0,1.6666666666666667,2.0,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.0
19,3.0,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,2.6666666666666665,1.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,2.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,2.6666666666666665,2.0,0.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.3333333333333333,2.6666666666666665,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.0,1.3333333333333333,2.3333333333333335
20,4.0,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,2.0,2.3333333333333335,0.3333333333333333,2.0,1.0,1.0,2.0,1.6666666666666667,3.0,1.0,2.0,1.0,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,2.3333333333333335,2.3333333333333335,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.0,2.0
21,3.3333333333333335,1.0,2.0,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.0,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.0,2.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,2.0,1.3333333333333333,1.0,2.0,0.3333333333333333,2.3333333333333335,1.0,2.0
22,3.0,1.0,2.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,2.6666666666666665,1.3333333333333333,2.0,0.0,0.6666666666666666,1.6666666666666667,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,2.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,2.0,2.0,1.0,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,2.3333333333333335
23,2.0,1.0,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.0,2.0,1.3333333333333333,2.0,0.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0,2.0,1.3333333333333333,1.6666666666666667,2.0,2.0,0.0,1.0,1.6666666666666667,2.6666666666666665,1.6666666666666667,1.6666666666666667,2.0,0.6666666666666666,0.3333333333333333,2.0,2.0,2.3333333333333335
24,2.0,0.3333333333333333,2.0,2.0,1.0,0.0,2.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,2.6666666666666665,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.0,1.6666666666666667,2.0
25,2.3333333333333335,0.3333333333333333,2.0,2.0,0.6666666666666666,0.0,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,1.0,0.0,1.6666666666666667,1.6666666666666667,0.0,1.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.0,1.0,2.3333333333333335,1.0,0.6666666666666666,1.6666666666666667,1.0,2.0
26,2.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,0.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,2.0,2.3333333333333335,1.0,0.6666666666666666,1.6666666666666667,1.0,2.3333333333333335
27,3.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,2.3333333333333335,1.0,2.6666666666666665,4.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.0
28,2.6666666666666665,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.0,4.333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.3333333333333335,1.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,1.0,2.6666666666666665,0.3333333333333333,0.6666666666666666,1.0,2.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666
29,3.0,1.0,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,2.0,3.0,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,1.0,0.0,0.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,2.0,1.0,1.3333333333333333,2.0,0.3333333333333333,1.0,0.3333333333333333,2.0,1.0,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.0
30,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,2.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0,1.0,1.6666666666666667,1.0,2.3333333333333335,0.6666666666666666,1.0
31,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,1.0,2.0,0.3333333333333333,2.3333333333333335,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2.0,0.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.0,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,2.3333333333333335,0.6666666666666666,1.3333333333333333
32,1.3333333333333333,0.0,2.0,1.6666666666666667,2.0,0.6666666666666666,1.0,1.0,3.3333333333333335,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,3.0,0.6666666666666666,2.0,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,1.0,1.0,1.3333333333333333,2.0,0.6666666666666666
33,2.3333333333333335,0.3333333333333333,2.6666666666666665,1.3333333333333333,2.0,1.0,1.0,2.0,4.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.0,3.0,0.6666666666666666,2.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.0,2.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666
