,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Sp Braga,Belenenses,Guimaraes,Porto,Rio Ave,Benfica,Moreirense,Academica,Arouca,Estoril,Sp Lisbon,Nacional,Penafiel,Gil Vicente,Maritimo,Pacos Ferreira,Setubal,Boavista
1,Rio Ave,Guimaraes,Belenenses,Porto,Benfica,Sp Braga,Sp Lisbon,Moreirense,Setubal,Maritimo,Academica,Arouca,Estoril,Nacional,Pacos Ferreira,Gil Vicente,Boavista,Penafiel
2,Rio Ave,Guimaraes,Porto,Sp Braga,Benfica,Belenenses,Maritimo,Sp Lisbon,Setubal,Moreirense,Nacional,Pacos Ferreira,Academica,Arouca,Estoril,Gil Vicente,Penafiel,Boavista
3,Rio Ave,Guimaraes,Benfica,Porto,Maritimo,Sp Braga,Belenenses,Sp Lisbon,Moreirense,Arouca,Pacos Ferreira,Estoril,Setubal,Nacional,Boavista,Academica,Gil Vicente,Penafiel
4,Benfica,Guimaraes,Porto,Rio Ave,Belenenses,Sp Lisbon,Maritimo,Sp Braga,Arouca,Pacos Ferreira,Estoril,Moreirense,Nacional,Setubal,Boavista,Academica,Penafiel,Gil Vicente
5,Benfica,Porto,Maritimo,Sp Braga,Guimaraes,Rio Ave,Sp Lisbon,Belenenses,Pacos Ferreira,Arouca,Setubal,Boavista,Academica,Moreirense,Estoril,Nacional,Penafiel,Gil Vicente
6,Benfica,Porto,Guimaraes,Sp Lisbon,Maritimo,Rio Ave,Sp Braga,Pacos Ferreira,Belenenses,Setubal,Academica,Moreirense,Arouca,Boavista,Estoril,Nacional,Penafiel,Gil Vicente
7,Benfica,Porto,Guimaraes,Sp Lisbon,Rio Ave,Sp Braga,Pacos Ferreira,Belenenses,Maritimo,Moreirense,Nacional,Setubal,Academica,Boavista,Arouca,Estoril,Penafiel,Gil Vicente
8,Benfica,Porto,Guimaraes,Pacos Ferreira,Belenenses,Sp Lisbon,Sp Braga,Rio Ave,Moreirense,Maritimo,Estoril,Academica,Nacional,Setubal,Arouca,Boavista,Penafiel,Gil Vicente
9,Benfica,Guimaraes,Porto,Belenenses,Sp Braga,Pacos Ferreira,Rio Ave,Sp Lisbon,Moreirense,Maritimo,Setubal,Estoril,Boavista,Academica,Nacional,Arouca,Penafiel,Gil Vicente
10,Benfica,Guimaraes,Porto,Sp Braga,Belenenses,Sp Lisbon,Pacos Ferreira,Rio Ave,Maritimo,Moreirense,Estoril,Setubal,Boavista,Nacional,Arouca,Academica,Gil Vicente,Penafiel
11,Benfica,Porto,Guimaraes,Sp Lisbon,Sp Braga,Belenenses,Pacos Ferreira,Rio Ave,Moreirense,Maritimo,Estoril,Nacional,Setubal,Boavista,Arouca,Academica,Penafiel,Gil Vicente
12,Benfica,Porto,Guimaraes,Sp Braga,Sp Lisbon,Pacos Ferreira,Belenenses,Rio Ave,Moreirense,Maritimo,Estoril,Boavista,Nacional,Setubal,Penafiel,Academica,Arouca,Gil Vicente
13,Benfica,Porto,Sp Braga,Guimaraes,Sp Lisbon,Pacos Ferreira,Belenenses,Rio Ave,Moreirense,Estoril,Maritimo,Boavista,Nacional,Arouca,Penafiel,Setubal,Academica,Gil Vicente
14,Benfica,Porto,Guimaraes,Sp Lisbon,Sp Braga,Rio Ave,Belenenses,Pacos Ferreira,Moreirense,Maritimo,Estoril,Boavista,Setubal,Nacional,Arouca,Academica,Penafiel,Gil Vicente
15,Benfica,Porto,Sp Lisbon,Guimaraes,Sp Braga,Rio Ave,Pacos Ferreira,Belenenses,Moreirense,Maritimo,Estoril,Boavista,Nacional,Arouca,Setubal,Academica,Penafiel,Gil Vicente
16,Benfica,Porto,Sp Lisbon,Guimaraes,Sp Braga,Belenenses,Rio Ave,Moreirense,Pacos Ferreira,Estoril,Maritimo,Nacional,Boavista,Arouca,Setubal,Academica,Penafiel,Gil Vicente
17,Benfica,Porto,Sp Lisbon,Guimaraes,Sp Braga,Belenenses,Pacos Ferreira,Estoril,Rio Ave,Moreirense,Maritimo,Nacional,Boavista,Setubal,Arouca,Academica,Penafiel,Gil Vicente
18,Benfica,Porto,Sp Lisbon,Guimaraes,Sp Braga,Rio Ave,Belenenses,Pacos Ferreira,Estoril,Maritimo,Moreirense,Nacional,Boavista,Setubal,Arouca,Academica,Penafiel,Gil Vicente
19,Benfica,Porto,Sp Lisbon,Sp Braga,Guimaraes,Belenenses,Pacos Ferreira,Rio Ave,Nacional,Estoril,Maritimo,Moreirense,Boavista,Setubal,Arouca,Academica,Gil Vicente,Penafiel
20,Benfica,Porto,Sp Lisbon,Sp Braga,Guimaraes,Belenenses,Rio Ave,Pacos Ferreira,Nacional,Maritimo,Moreirense,Estoril,Boavista,Setubal,Gil Vicente,Arouca,Academica,Penafiel
21,Benfica,Porto,Sp Lisbon,Sp Braga,Guimaraes,Belenenses,Pacos Ferreira,Rio Ave,Nacional,Maritimo,Moreirense,Estoril,Boavista,Arouca,Setubal,Academica,Gil Vicente,Penafiel
22,Benfica,Porto,Sp Lisbon,Sp Braga,Guimaraes,Belenenses,Pacos Ferreira,Nacional,Rio Ave,Moreirense,Maritimo,Estoril,Boavista,Arouca,Academica,Setubal,Gil Vicente,Penafiel
23,Benfica,Porto,Sp Lisbon,Sp Braga,Guimaraes,Belenenses,Pacos Ferreira,Nacional,Rio Ave,Maritimo,Moreirense,Estoril,Boavista,Academica,Arouca,Setubal,Gil Vicente,Penafiel
24,Benfica,Porto,Sp Lisbon,Sp Braga,Guimaraes,Belenenses,Pacos Ferreira,Rio Ave,Nacional,Moreirense,Maritimo,Estoril,Academica,Boavista,Setubal,Arouca,Gil Vicente,Penafiel
25,Benfica,Porto,Sp Lisbon,Sp Braga,Guimaraes,Pacos Ferreira,Rio Ave,Belenenses,Nacional,Moreirense,Maritimo,Estoril,Boavista,Academica,Setubal,Arouca,Gil Vicente,Penafiel
26,Benfica,Porto,Sp Lisbon,Sp Braga,Guimaraes,Belenenses,Pacos Ferreira,Rio Ave,Nacional,Maritimo,Moreirense,Boavista,Estoril,Academica,Setubal,Arouca,Gil Vicente,Penafiel
27,Benfica,Porto,Sp Lisbon,Sp Braga,Guimaraes,Belenenses,Pacos Ferreira,Rio Ave,Nacional,Maritimo,Moreirense,Estoril,Boavista,Academica,Setubal,Arouca,Gil Vicente,Penafiel
28,Benfica,Porto,Sp Lisbon,Sp Braga,Guimaraes,Belenenses,Pacos Ferreira,Rio Ave,Nacional,Maritimo,Moreirense,Estoril,Boavista,Academica,Arouca,Setubal,Gil Vicente,Penafiel
29,Benfica,Porto,Sp Lisbon,Sp Braga,Guimaraes,Belenenses,Pacos Ferreira,Nacional,Rio Ave,Maritimo,Moreirense,Estoril,Boavista,Academica,Arouca,Setubal,Gil Vicente,Penafiel
