,Sp Braga scored,Sp Braga received,Belenenses scored,Belenenses received,Guimaraes scored,Guimaraes received,Porto scored,Porto received,Rio Ave scored,Rio Ave received,Benfica scored,Benfica received,Academica scored,Academica received,Arouca scored,Arouca received,Estoril scored,Estoril received,Sp Lisbon scored,Sp Lisbon received,Nacional scored,Nacional received,Gil Vicente scored,Gil Vicente received,Maritimo scored,Maritimo received,Pacos Ferreira scored,Pacos Ferreira received,Setubal scored,Setubal received,Moreirense scored,Moreirense received,Penafiel scored,Penafiel received,Boavista scored,Boavista received
0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,2.0,1.0,0.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,3.0,1.6666666666666667,1.0,,,,,,
1,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.0,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.0,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,,,,,,
2,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.0,2.0,0.3333333333333333,3.0,0.6666666666666666,1.0,1.0,2.0,1.6666666666666667,0.0,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667,2.0,0.6666666666666666,,,,,,
3,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.6666666666666667,0.3333333333333333,3.3333333333333335,0.6666666666666666,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2.0,0.3333333333333333,1.3333333333333333,0.0,2.0,0.3333333333333333,1.6666666666666667
4,1.0,1.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.0,1.0,3.0,0.6666666666666666,1.0,1.3333333333333333,1.0,1.0,1.6666666666666667,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,2.6666666666666665,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333
5,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,3.6666666666666665,1.0,1.0,1.0,1.0,0.6666666666666666,2.0,2.0,2.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,2.6666666666666665,2.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666
6,1.6666666666666667,1.0,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,3.3333333333333335,1.0,1.0,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,2.0,3.0,0.3333333333333333,0.3333333333333333,1.0,1.0,2.6666666666666665,2.0,1.3333333333333333,2.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667
7,2.0,1.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3.3333333333333335,1.3333333333333333,2.0,3.0,1.0,0.3333333333333333,0.6666666666666666,1.0,2.0,2.6666666666666665,2.3333333333333335,2.3333333333333335,1.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,2.3333333333333335,1.3333333333333333,2.3333333333333335
8,1.3333333333333333,1.3333333333333333,2.0,1.0,2.3333333333333335,0.0,3.0,0.3333333333333333,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,3.3333333333333335,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,3.0,3.0,1.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,0.3333333333333333,1.0,3.0,0.6666666666666666,2.6666666666666665
9,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,2.0,0.3333333333333333,3.0,0.6666666666666666,2.0,1.0,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.0,2.3333333333333335,2.3333333333333335,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.0,2.0,1.0,1.6666666666666667
10,3.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666,3.0,0.6666666666666666,1.0,2.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,1.0,2.0,1.0,0.6666666666666666,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,3.0,0.6666666666666666,2.3333333333333335
11,2.6666666666666665,0.3333333333333333,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,3.3333333333333335,0.6666666666666666,1.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.0,2.6666666666666665,0.3333333333333333,1.0,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,2.3333333333333335
12,2.3333333333333335,0.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.0,1.6666666666666667,2.3333333333333335,0.0,0.3333333333333333,2.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.0,1.3333333333333333,0.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.3333333333333335
