,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Bergen,Mechelen,Lokeren,Club Brugge,Waregem,Gent,Cercle Brugge,Genk,Kortrijk,Anderlecht,Standard,Germinal,Waasland-Beveren,Lierse,Oud-Heverlee Leuven,Charleroi
1,Club Brugge,Waregem,Bergen,Lokeren,Mechelen,Kortrijk,Anderlecht,Gent,Genk,Cercle Brugge,Standard,Waasland-Beveren,Lierse,Oud-Heverlee Leuven,Germinal,Charleroi
2,Anderlecht,Club Brugge,Waregem,Bergen,Mechelen,Genk,Lokeren,Standard,Kortrijk,Gent,Charleroi,Lierse,Oud-Heverlee Leuven,Germinal,Cercle Brugge,Waasland-Beveren
3,Club Brugge,Anderlecht,Waregem,Standard,Lokeren,Gent,Genk,Bergen,Mechelen,Oud-Heverlee Leuven,Kortrijk,Lierse,Charleroi,Cercle Brugge,Germinal,Waasland-Beveren
4,Club Brugge,Anderlecht,Standard,Waregem,Gent,Genk,Lokeren,Kortrijk,Lierse,Oud-Heverlee Leuven,Mechelen,Bergen,Germinal,Charleroi,Waasland-Beveren,Cercle Brugge
5,Club Brugge,Anderlecht,Gent,Standard,Genk,Waregem,Kortrijk,Bergen,Lierse,Lokeren,Germinal,Oud-Heverlee Leuven,Mechelen,Waasland-Beveren,Charleroi,Cercle Brugge
6,Club Brugge,Anderlecht,Waregem,Genk,Kortrijk,Gent,Standard,Lokeren,Germinal,Bergen,Lierse,Mechelen,Oud-Heverlee Leuven,Charleroi,Waasland-Beveren,Cercle Brugge
7,Club Brugge,Anderlecht,Genk,Gent,Germinal,Waregem,Mechelen,Lokeren,Kortrijk,Standard,Lierse,Bergen,Oud-Heverlee Leuven,Charleroi,Waasland-Beveren,Cercle Brugge
8,Club Brugge,Anderlecht,Genk,Waregem,Gent,Kortrijk,Germinal,Mechelen,Oud-Heverlee Leuven,Bergen,Lokeren,Standard,Lierse,Charleroi,Waasland-Beveren,Cercle Brugge
9,Club Brugge,Anderlecht,Waregem,Genk,Kortrijk,Gent,Oud-Heverlee Leuven,Germinal,Standard,Bergen,Lokeren,Mechelen,Lierse,Waasland-Beveren,Charleroi,Cercle Brugge
10,Club Brugge,Anderlecht,Genk,Kortrijk,Waregem,Oud-Heverlee Leuven,Gent,Bergen,Lokeren,Mechelen,Germinal,Standard,Lierse,Charleroi,Waasland-Beveren,Cercle Brugge
11,Club Brugge,Genk,Anderlecht,Waregem,Kortrijk,Oud-Heverlee Leuven,Gent,Lokeren,Mechelen,Standard,Bergen,Germinal,Charleroi,Lierse,Waasland-Beveren,Cercle Brugge
12,Anderlecht,Waregem,Oud-Heverlee Leuven,Club Brugge,Genk,Lokeren,Kortrijk,Standard,Gent,Bergen,Mechelen,Germinal,Lierse,Charleroi,Waasland-Beveren,Cercle Brugge
13,Anderlecht,Waregem,Genk,Lokeren,Kortrijk,Oud-Heverlee Leuven,Club Brugge,Standard,Bergen,Gent,Mechelen,Germinal,Lierse,Charleroi,Waasland-Beveren,Cercle Brugge
14,Anderlecht,Waregem,Genk,Lokeren,Kortrijk,Oud-Heverlee Leuven,Standard,Club Brugge,Bergen,Gent,Mechelen,Germinal,Charleroi,Lierse,Waasland-Beveren,Cercle Brugge
15,Anderlecht,Waregem,Lokeren,Genk,Club Brugge,Kortrijk,Oud-Heverlee Leuven,Bergen,Standard,Gent,Mechelen,Germinal,Lierse,Charleroi,Cercle Brugge,Waasland-Beveren
16,Anderlecht,Waregem,Lokeren,Genk,Club Brugge,Kortrijk,Standard,Oud-Heverlee Leuven,Bergen,Gent,Mechelen,Germinal,Lierse,Charleroi,Waasland-Beveren,Cercle Brugge
17,Anderlecht,Waregem,Lokeren,Genk,Standard,Club Brugge,Kortrijk,Bergen,Oud-Heverlee Leuven,Gent,Mechelen,Germinal,Charleroi,Lierse,Waasland-Beveren,Cercle Brugge
18,Anderlecht,Waregem,Genk,Lokeren,Standard,Club Brugge,Kortrijk,Oud-Heverlee Leuven,Bergen,Mechelen,Gent,Germinal,Charleroi,Waasland-Beveren,Lierse,Cercle Brugge
19,Anderlecht,Waregem,Standard,Club Brugge,Genk,Lokeren,Kortrijk,Oud-Heverlee Leuven,Bergen,Mechelen,Gent,Charleroi,Waasland-Beveren,Germinal,Lierse,Cercle Brugge
20,Anderlecht,Waregem,Club Brugge,Lokeren,Standard,Genk,Oud-Heverlee Leuven,Kortrijk,Bergen,Mechelen,Charleroi,Gent,Waasland-Beveren,Lierse,Germinal,Cercle Brugge
21,Anderlecht,Waregem,Lokeren,Club Brugge,Standard,Genk,Bergen,Kortrijk,Mechelen,Oud-Heverlee Leuven,Charleroi,Waasland-Beveren,Gent,Lierse,Germinal,Cercle Brugge
22,Anderlecht,Waregem,Lokeren,Club Brugge,Standard,Genk,Kortrijk,Mechelen,Bergen,Oud-Heverlee Leuven,Charleroi,Waasland-Beveren,Gent,Lierse,Germinal,Cercle Brugge
23,Anderlecht,Waregem,Club Brugge,Lokeren,Standard,Genk,Mechelen,Kortrijk,Bergen,Oud-Heverlee Leuven,Charleroi,Waasland-Beveren,Gent,Lierse,Germinal,Cercle Brugge
24,Anderlecht,Waregem,Lokeren,Standard,Club Brugge,Genk,Kortrijk,Mechelen,Bergen,Oud-Heverlee Leuven,Charleroi,Gent,Waasland-Beveren,Lierse,Germinal,Cercle Brugge
25,Anderlecht,Waregem,Club Brugge,Genk,Lokeren,Standard,Kortrijk,Mechelen,Bergen,Oud-Heverlee Leuven,Charleroi,Gent,Waasland-Beveren,Lierse,Germinal,Cercle Brugge
26,Anderlecht,Waregem,Genk,Club Brugge,Standard,Lokeren,Mechelen,Kortrijk,Bergen,Oud-Heverlee Leuven,Charleroi,Gent,Waasland-Beveren,Lierse,Germinal,Cercle Brugge
27,Anderlecht,Waregem,Genk,Club Brugge,Standard,Lokeren,Mechelen,Bergen,Kortrijk,Oud-Heverlee Leuven,Gent,Charleroi,Waasland-Beveren,Lierse,Germinal,Cercle Brugge
28,Anderlecht,Waregem,Genk,Club Brugge,Standard,Lokeren,Bergen,Mechelen,Kortrijk,Oud-Heverlee Leuven,Gent,Charleroi,Waasland-Beveren,Lierse,Germinal,Cercle Brugge
29,Anderlecht,Waregem,Genk,Club Brugge,Lokeren,Standard,Bergen,Mechelen,Kortrijk,Oud-Heverlee Leuven,Charleroi,Gent,Waasland-Beveren,Lierse,Germinal,Cercle Brugge
