,Bergen scored,Bergen received,Mechelen scored,Mechelen received,Lokeren scored,Lokeren received,Club Brugge scored,Club Brugge received,Waregem scored,Waregem received,Gent scored,Gent received,Cercle Brugge scored,Cercle Brugge received,Genk scored,Genk received,Kortrijk scored,Kortrijk received,Anderlecht scored,Anderlecht received,Standard scored,Standard received,Germinal scored,Germinal received,Waasland-Beveren scored,Waasland-Beveren received,Lierse scored,Lierse received,Oud-Heverlee Leuven scored,Oud-Heverlee Leuven received,Charleroi scored,Charleroi received
0,5.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,4.0,1.0,3.0,0.0,2.0,2.0,5.0,2.0,4.0
1,3.5,2.0,2.0,1.0,3.0,2.0,2.0,0.5,2.0,0.5,1.5,1.5,2.0,2.5,2.5,2.5,1.5,1.0,1.0,0.5,0.0,0.5,1.0,2.5,0.5,1.5,0.0,1.0,2.0,3.5,1.0,2.5
2,2.6666666666666665,1.6666666666666667,2.3333333333333335,1.6666666666666667,2.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.6666666666666665,2.0,1.6666666666666667,1.0,1.0,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,1.0,2.0,0.6666666666666666,2.0,0.3333333333333333,1.0,1.6666666666666667,2.6666666666666665,1.0,1.6666666666666667
3,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,2.6666666666666665,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,2.0,0.3333333333333333,3.0,1.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,1.0,2.3333333333333335
4,1.0,2.0,2.0,2.6666666666666665,1.0,1.3333333333333333,3.0,1.6666666666666667,1.0,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,3.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,4.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,2.6666666666666665
5,2.0,2.3333333333333335,1.0,2.3333333333333335,1.0,1.3333333333333333,3.3333333333333335,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333,3.6666666666666665,2.6666666666666665,1.6666666666666667,1.0,1.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,3.0
6,2.3333333333333335,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,2.6666666666666665,1.3333333333333333,1.0,2.0,1.0,1.3333333333333333,0.0,2.0,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.3333333333333335,3.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667
7,2.0,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.0,1.0,3.0,1.0,1.6666666666666667,2.3333333333333335,1.0,1.3333333333333333,0.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,1.0,2.0,1.6666666666666667,1.6666666666666667,3.0,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667
8,1.0,2.0,2.0,0.6666666666666666,1.0,1.6666666666666667,2.3333333333333335,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,2.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.6666666666666667
9,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.3333333333333335,1.0,3.0,1.6666666666666667,2.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.0,1.6666666666666667,1.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.3333333333333333,2.3333333333333335,3.6666666666666665,1.3333333333333333,0.3333333333333333,2.3333333333333335
