,Napoli scored,Napoli received,Inter scored,Inter received,Milan scored,Milan received,Roma scored,Roma received,Catania scored,Catania received,Parma scored,Parma received,Palermo scored,Palermo received,Fiorentina scored,Fiorentina received,Chievo scored,Chievo received,Juventus scored,Juventus received,Lazio scored,Lazio received,Udinese scored,Udinese received,Bologna scored,Bologna received,Cagliari scored,Cagliari received,Cesena scored,Cesena received,Lecce scored,Lecce received,Genoa scored,Genoa received,Novara scored,Novara received,Siena scored,Siena received,Atalanta scored,Atalanta received
18,1.6666666666666667,1.0,2.6666666666666665,0.3333333333333333,1.6666666666666667,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,2.0,2.0,2.3333333333333335,1.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,2.0,2.6666666666666665,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,3.3333333333333335,1.0,1.0,2.0,3.3333333333333335,0.3333333333333333,3.0,2.0,1.3333333333333333,0.0,2.0
19,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,2.0,0.3333333333333333,2.3333333333333335,1.0,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.6666666666666666,3.0,3.0,0.3333333333333333,2.6666666666666665,1.0,2.0,0.3333333333333333,1.3333333333333333
20,1.0,1.3333333333333333,2.0,2.0,2.0,0.6666666666666666,2.6666666666666665,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,3.6666666666666665,2.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,2.0,2.6666666666666665,0.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666
21,0.6666666666666666,1.0,1.3333333333333333,3.0,1.0,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,2.6666666666666665,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,2.0,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,2.0,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666
22,0.6666666666666666,0.0,1.3333333333333333,3.0,0.6666666666666666,1.0,2.0,1.6666666666666667,1.6666666666666667,0.0,1.3333333333333333,1.0,2.3333333333333335,2.3333333333333335,1.6666666666666667,2.0,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.6666666666666667,1.6666666666666667,2.0,1.0,0.3333333333333333,2.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,2.3333333333333335,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666
23,1.6666666666666667,0.0,0.0,2.6666666666666665,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,1.3333333333333333,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,3.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,2.0,1.3333333333333333,0.3333333333333333,1.0,2.3333333333333335,0.3333333333333333,0.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666
24,2.0,0.0,0.0,1.6666666666666667,2.0,1.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.3333333333333335,2.3333333333333335,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0,1.0,1.0,2.3333333333333335,2.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.0,2.0,1.6666666666666667,1.3333333333333333,0.3333333333333333
25,2.0,0.3333333333333333,0.6666666666666666,2.0,2.6666666666666665,0.6666666666666666,1.0,2.0,2.0,2.0,1.0,1.6666666666666667,2.0,3.0,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,2.0,1.0,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.6666666666666667,1.3333333333333333,0.3333333333333333
26,3.0,1.3333333333333333,1.3333333333333333,1.0,2.3333333333333335,0.3333333333333333,1.0,2.0,2.0,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,3.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.3333333333333333,3.6666666666666665,0.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,3.0,0.3333333333333333,1.6666666666666667,0.6666666666666666
27,3.3333333333333335,2.0,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.0,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0,0.6666666666666666,2.0,1.0,1.6666666666666667,2.0,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.0,2.0,1.0,2.0,3.0,0.0,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666,1.0,1.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333
28,3.3333333333333335,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.0,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,2.6666666666666665,1.0,1.6666666666666667,2.3333333333333335,0.0,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,2.3333333333333335,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333
29,1.3333333333333333,2.3333333333333335,1.6666666666666667,2.0,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,1.0,3.0,1.6666666666666667,1.3333333333333333,3.3333333333333335,0.0,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.0,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666
30,1.0,2.6666666666666665,2.3333333333333335,2.6666666666666665,1.3333333333333333,1.3333333333333333,2.6666666666666665,2.6666666666666665,1.6666666666666667,2.0,2.0,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,2.3333333333333335,0.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.3333333333333335,2.6666666666666665,1.0,2.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333
31,0.6666666666666666,3.0,3.0,2.3333333333333335,1.0,1.0,3.3333333333333335,2.3333333333333335,1.3333333333333333,2.0,2.0,1.3333333333333333,1.0,1.0,1.0,1.0,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,2.0,1.0,2.0,2.3333333333333335,1.0,2.6666666666666665,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667
32,1.3333333333333333,2.0,2.3333333333333335,1.3333333333333333,1.0,0.6666666666666666,2.0,2.3333333333333335,1.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,2.0,1.6666666666666667,0.6666666666666666,1.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0
33,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,2.3333333333333335,0.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,2.0,1.0,0.6666666666666666,1.0,1.3333333333333333,1.0,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,1.0
34,2.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,1.0,2.6666666666666665,1.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,0.0,0.3333333333333333,3.0,0.0,0.6666666666666666,1.6666666666666667,1.0,1.0,1.6666666666666667,1.3333333333333333,1.0,1.0,1.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,2.6666666666666665,0.6666666666666666,2.3333333333333335,2.0,2.0,1.0,0.6666666666666666
35,2.0,0.6666666666666666,1.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.0,1.0,0.6666666666666666,2.6666666666666665,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.0,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,2.6666666666666665,0.6666666666666666,2.6666666666666665,2.0,2.0,0.6666666666666666,1.3333333333333333
36,1.3333333333333333,1.3333333333333333,2.3333333333333335,2.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.3333333333333333,1.0,1.0,1.6666666666666667,0.0,2.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,2.0,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.3333333333333333
37,1.3333333333333333,1.0,2.0,2.6666666666666665,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,1.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,0.0,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.3333333333333335,0.3333333333333333,1.0,1.3333333333333333,1.0,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.3333333333333335
