,Napoli scored,Napoli received,Inter scored,Inter received,Milan scored,Milan received,Roma scored,Roma received,Catania scored,Catania received,Parma scored,Parma received,Palermo scored,Palermo received,Fiorentina scored,Fiorentina received,Chievo scored,Chievo received,Juventus scored,Juventus received,Lazio scored,Lazio received,Udinese scored,Udinese received,Bologna scored,Bologna received,Cagliari scored,Cagliari received,Cesena scored,Cesena received,Lecce scored,Lecce received,Genoa scored,Genoa received,Novara scored,Novara received,Siena scored,Siena received,Atalanta scored,Atalanta received
0,1.3333333333333333,1.6666666666666667,2.3333333333333335,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,3.0,2.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.6666666666666667,1.0,2.0,1.6666666666666667,2.3333333333333335,2.3333333333333335,,,,,,
1,2.0,1.3333333333333333,2.3333333333333335,2.0,2.0,1.0,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333,1.0,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.6666666666666667,1.0,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,3.3333333333333335,2.0,1.3333333333333333,0.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,2.0,1.3333333333333333,2.0,1.3333333333333333,2.0,2.3333333333333335,2.6666666666666665,,,,,,
2,2.6666666666666665,1.3333333333333333,2.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,1.0,2.3333333333333335,2.0,1.3333333333333333,0.0,0.0,2.6666666666666665,1.6666666666666667,1.0,1.0,2.3333333333333335,1.3333333333333333,2.0,2.3333333333333335,1.6666666666666667,,,,,,
3,2.0,1.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,2.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,2.6666666666666665,2.3333333333333335,2.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,0.6666666666666666,2.0,1.0,1.3333333333333333,2.3333333333333335,1.0,2.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.0
4,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,1.0,1.0,0.6666666666666666,1.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.0,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666
5,1.0,0.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,2.3333333333333335,1.6666666666666667,1.6666666666666667,2.3333333333333335,2.0,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667
6,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.0,2.0,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.0,1.6666666666666667,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.0,0.6666666666666666,1.0,1.3333333333333333
7,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.0,2.3333333333333335,2.0,2.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,0.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.0,0.0,0.6666666666666666,1.0,2.0,1.0,1.6666666666666667,1.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333
8,1.0,0.6666666666666666,1.0,1.0,3.6666666666666665,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.0,1.3333333333333333,0.0,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,2.0,1.3333333333333333,1.0,0.3333333333333333,2.0,1.0,0.3333333333333333,1.0,0.6666666666666666
9,1.0,0.6666666666666666,1.0,1.0,3.6666666666666665,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,2.0,1.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.6666666666666667
10,2.0,1.6666666666666667,1.0,1.0,3.6666666666666665,1.0,1.6666666666666667,1.6666666666666667,1.0,2.0,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.0,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,2.0,1.3333333333333333,1.0,1.3333333333333333
11,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,2.3333333333333335,0.6666666666666666,2.0,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.0,1.0,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.6666666666666667
12,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.6666666666666665,0.0,1.3333333333333333,1.0,0.6666666666666666,2.0,1.0,1.0,1.6666666666666667,1.3333333333333333,0.0,1.0,1.0,1.6666666666666667,2.3333333333333335,1.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0
13,1.6666666666666667,1.0,1.0,0.6666666666666666,2.0,0.0,0.6666666666666666,2.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0,0.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,1.0,2.3333333333333335,0.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,1.0
14,2.0,1.3333333333333333,1.0,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,2.0,1.0,1.6666666666666667,0.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.0,1.6666666666666667,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666
15,2.0,2.0,1.0,0.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,2.3333333333333335,3.3333333333333335,1.3333333333333333,1.0,0.3333333333333333,2.0,0.0,1.6666666666666667,1.0,1.0
16,1.6666666666666667,1.6666666666666667,2.6666666666666665,0.0,2.0,0.6666666666666666,2.0,0.6666666666666666,1.0,1.0,1.0,2.6666666666666665,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,2.6666666666666665,2.6666666666666665,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667
17,1.6666666666666667,1.6666666666666667,2.3333333333333335,0.0,1.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,1.0,1.0,2.0,3.0,0.3333333333333333,2.0,1.6666666666666667,1.0,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,2.0,2.6666666666666665,2.0,1.3333333333333333,1.0,1.3333333333333333,1.0,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,2.6666666666666665,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.0
