,Marseille scored,Marseille received,Paris SG scored,Paris SG received,Monaco scored,Monaco received,Lille scored,Lille received,Lyon scored,Lyon received,Strasbourg scored,Strasbourg received,St Etienne scored,St Etienne received,Dijon scored,Dijon received,Angers scored,Angers received,Guingamp scored,Guingamp received,Montpellier scored,Montpellier received,Nice scored,Nice received,Nantes scored,Nantes received,Rennes scored,Rennes received,Amiens scored,Amiens received,Bordeaux scored,Bordeaux received,Caen scored,Caen received,Toulouse scored,Toulouse received,Nimes scored,Nimes received,Reims scored,Reims received
0,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.0,0.3333333333333333,1.6666666666666667,2.6666666666666665,2.6666666666666665,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,2.0,1.3333333333333333,1.0,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.3333333333333333,0.6666666666666666,2.3333333333333335,2.0,1.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.3333333333333333,3.6666666666666665,1.0,0.6666666666666666,2.0,2.0,2.6666666666666665,,,,
1,2.0,2.3333333333333335,1.0,1.0,1.3333333333333333,0.0,0.6666666666666666,2.0,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,3.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.0,2.0,,,,
2,1.6666666666666667,2.0,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,2.6666666666666665,1.0,0.6666666666666666,1.0,2.6666666666666665,0.6666666666666666,1.0,1.3333333333333333,1.0,2.0,1.6666666666666667,2.3333333333333335,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,,,,
3,2.0,2.3333333333333335,3.3333333333333335,1.3333333333333333,1.0,1.6666666666666667,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,2.0,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.6666666666666667,2.0,0.6666666666666666,1.6666666666666667
4,3.0,1.3333333333333333,3.6666666666666665,1.0,1.3333333333333333,2.0,2.0,1.0,1.3333333333333333,1.0,1.0,2.0,0.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,3.0,0.6666666666666666,0.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,2.0,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.6666666666666667
5,3.0,2.0,3.6666666666666665,1.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,2.0,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,3.0,1.0,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,2.0,2.0,2.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,2.0,2.6666666666666665,0.0,0.3333333333333333
6,3.0,2.0,3.6666666666666665,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,3.0,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,2.3333333333333335,0.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,2.3333333333333335,2.3333333333333335,1.3333333333333333,1.6666666666666667,2.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333
7,1.6666666666666667,3.0,3.3333333333333335,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,2.6666666666666665,1.0,2.6666666666666665,1.3333333333333333,2.3333333333333335,1.0,0.0,2.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,2.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,1.0,2.0,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333333
8,1.6666666666666667,1.6666666666666667,4.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,1.3333333333333333,2.0,2.3333333333333335,1.6666666666666667,2.0,1.6666666666666667,0.0,2.3333333333333335,1.0,1.0,0.6666666666666666,0.3333333333333333,2.0,1.0,1.0,1.6666666666666667,0.6666666666666666,2.0,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.0,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,1.0,0.3333333333333333,1.3333333333333333
9,1.0,1.0,4.333333333333333,0.0,0.6666666666666666,2.0,2.6666666666666665,0.6666666666666666,1.0,2.0,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,2.0,1.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,2.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,0.0,1.6666666666666667,0.3333333333333333,0.3333333333333333
10,1.0,0.6666666666666666,4.0,0.0,1.3333333333333333,2.0,2.0,0.6666666666666666,1.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.0,1.0,0.0,1.0,0.3333333333333333,2.6666666666666665,0.3333333333333333,1.0,1.0,0.3333333333333333
