,Marseille scored,Marseille received,Paris SG scored,Paris SG received,Monaco scored,Monaco received,Lille scored,Lille received,Lyon scored,Lyon received,Strasbourg scored,Strasbourg received,St Etienne scored,St Etienne received,Dijon scored,Dijon received,Angers scored,Angers received,Guingamp scored,Guingamp received,Montpellier scored,Montpellier received,Nice scored,Nice received,Nantes scored,Nantes received,Rennes scored,Rennes received,Amiens scored,Amiens received,Bordeaux scored,Bordeaux received,Caen scored,Caen received,Toulouse scored,Toulouse received,Nimes scored,Nimes received,Reims scored,Reims received
11,0.3333333333333333,1.6666666666666667,3.0,0.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,1.3333333333333333,1.0,2.0,1.6666666666666667,1.0,2.6666666666666665,1.6666666666666667,2.3333333333333335,0.3333333333333333,2.0,2.6666666666666665,0.0,0.6666666666666666,0.3333333333333333,3.6666666666666665,0.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,2.6666666666666665,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,2.6666666666666665,1.6666666666666667,1.0,1.3333333333333333,0.3333333333333333
12,0.6666666666666666,1.6666666666666667,2.6666666666666665,0.3333333333333333,0.6666666666666666,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.6666666666666667,2.0,1.0,3.3333333333333335,2.0,0.3333333333333333,1.0,0.0,2.6666666666666665,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666
13,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,2.0,1.0,0.3333333333333333,0.6666666666666666,2.0,1.3333333333333333,0.0,2.0,1.6666666666666667,1.6666666666666667,1.0,3.6666666666666665,1.6666666666666667,1.0,1.3333333333333333,0.0,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,1.6666666666666667,0.3333333333333333,1.0,1.0
14,1.6666666666666667,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,1.0,2.0,1.3333333333333333,1.3333333333333333,1.0,0.0,0.6666666666666666,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0
15,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.0,1.3333333333333333,2.0,1.6666666666666667,2.0,0.3333333333333333,2.6666666666666665,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.3333333333333333,1.0,1.0,2.0,0.3333333333333333,0.6666666666666666,0.6666666666666666
16,1.0,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.0,1.3333333333333333,2.0,2.3333333333333335,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.3333333333333333,1.0,2.3333333333333335,0.3333333333333333,0.3333333333333333,1.0,2.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,2.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
17,1.3333333333333333,1.6666666666666667,3.3333333333333335,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.0
18,1.0,1.0,3.3333333333333335,0.3333333333333333,0.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,2.0,1.0,1.6666666666666667,1.3333333333333333,2.0,0.6666666666666666,0.0,3.0,0.6666666666666666,1.0,1.6666666666666667,1.0,0.6666666666666666,2.6666666666666665,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.3333333333333335,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,2.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,2.3333333333333335,1.6666666666666667,1.3333333333333333
19,1.0,0.6666666666666666,2.6666666666666665,0.0,0.3333333333333333,2.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.6666666666666665,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.6666666666666667,1.3333333333333333
20,1.0,0.6666666666666666,4.333333333333333,0.0,0.6666666666666666,2.6666666666666665,2.0,1.3333333333333333,1.3333333333333333,1.0,3.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,3.3333333333333335,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,1.6666666666666667,0.0,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,1.0,2.0,1.3333333333333333,1.0,1.0,2.0,1.3333333333333333,1.3333333333333333
21,1.0,1.0,5.333333333333333,0.3333333333333333,0.6666666666666666,2.6666666666666665,2.3333333333333335,1.0,1.3333333333333333,0.6666666666666666,2.6666666666666665,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.0,3.6666666666666665,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,2.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.0,0.6666666666666666
22,1.0,1.3333333333333333,4.666666666666667,1.0,1.0,2.6666666666666665,2.6666666666666665,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.3333333333333335,1.0,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,3.3333333333333335,1.0,0.3333333333333333,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.6666666666666666
23,1.3333333333333333,1.6666666666666667,2.0,1.0,1.3333333333333333,1.6666666666666667,2.6666666666666665,0.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,1.0,1.6666666666666667,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,1.6666666666666667,1.0,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,0.6666666666666666
24,1.6666666666666667,1.0,1.0,0.6666666666666666,1.6666666666666667,1.0,2.0,0.0,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,1.0,0.3333333333333333,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,1.6666666666666667,2.3333333333333335,1.0,1.6666666666666667,0.6666666666666666
25,1.6666666666666667,0.6666666666666666,1.6666666666666667,0.0,1.6666666666666667,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.0,0.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,2.0,1.6666666666666667,2.3333333333333335,1.0
26,1.6666666666666667,0.3333333333333333,2.0,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.3333333333333335,1.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.0,1.3333333333333333,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,1.0,1.3333333333333333,1.0,1.3333333333333333,0.6666666666666666,1.0,1.0,2.6666666666666665,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.3333333333333333
27,1.3333333333333333,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.6666666666666667,1.0,1.0,0.3333333333333333,2.3333333333333335,1.6666666666666667,1.0,1.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.3333333333333333,2.0,2.3333333333333335,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.0,0.6666666666666666,1.3333333333333333,1.0,2.0,1.0,2.0,1.3333333333333333,2.0,2.3333333333333335,1.6666666666666667
28,1.3333333333333333,1.0,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,3.3333333333333335,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.0,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.0,2.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.0,1.0,1.3333333333333333,0.6666666666666666,3.3333333333333335,1.0,2.0,2.0,1.6666666666666667,1.3333333333333333,1.0
29,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,2.0,1.3333333333333333,2.6666666666666665,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.0,2.0,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0,1.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.6666666666666666,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667
30,1.0,2.3333333333333335,2.0,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.6666666666666665,1.3333333333333333,3.0,1.0,1.0,1.0,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,2.3333333333333335,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667
31,1.3333333333333333,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.3333333333333333,0.6666666666666666,3.0,1.3333333333333333,1.0,1.6666666666666667,3.0,1.6666666666666667,2.3333333333333335,1.0,1.0,0.6666666666666666,2.0,1.6666666666666667,1.3333333333333333,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,1.6666666666666667
32,1.6666666666666667,1.3333333333333333,2.0,2.6666666666666665,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,1.3333333333333333,2.0,2.0,2.6666666666666665,2.3333333333333335,0.6666666666666666,2.0,1.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.3333333333333335,1.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,2.0,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333,1.0
33,2.0,1.3333333333333333,2.0,3.0,1.0,1.6666666666666667,3.3333333333333335,0.3333333333333333,2.0,1.6666666666666667,1.3333333333333333,2.0,2.3333333333333335,0.0,1.0,1.0,1.0,1.0,1.3333333333333333,3.0,2.6666666666666665,1.3333333333333333,1.0,0.3333333333333333,2.3333333333333335,1.3333333333333333,1.3333333333333333,1.6666666666666667,0.6666666666666666,1.0,1.0,2.6666666666666665,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.0,2.6666666666666665,0.3333333333333333,1.0
34,1.6666666666666667,1.3333333333333333,2.0,1.6666666666666667,1.6666666666666667,2.6666666666666665,2.3333333333333335,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.0,2.0,1.0,1.0,0.3333333333333333,2.0,2.3333333333333335,1.3333333333333333,1.3333333333333333,0.6666666666666666,2.6666666666666665,1.0,2.0,2.3333333333333335,1.0,1.3333333333333333,1.0,2.0,0.6666666666666666,0.0,0.6666666666666666,1.3333333333333333,1.6666666666666667,2.0,0.3333333333333333,2.0
35,0.6666666666666666,2.0,1.6666666666666667,1.6666666666666667,1.3333333333333333,2.0,2.6666666666666665,0.6666666666666666,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.0,1.6666666666666667,1.0,0.6666666666666666,1.6666666666666667,1.0,1.0,0.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,2.3333333333333335
36,2.0,2.0,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.3333333333333333,2.6666666666666665,0.6666666666666666,3.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,2.0,1.0,0.6666666666666666,2.6666666666666665,0.6666666666666666,2.3333333333333335,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333,1.0,0.0,1.0,1.0,2.0,1.3333333333333333,2.3333333333333335,2.0,0.6666666666666666,1.0,2.0
37,2.0,1.6666666666666667,2.3333333333333335,1.3333333333333333,0.6666666666666666,1.0,2.3333333333333335,1.0,3.3333333333333335,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,2.6666666666666665,1.3333333333333333,1.6666666666666667,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.0,2.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,1.0,2.3333333333333335,1.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333
