,homeTeam,awayTeam,Home Team Rank,Away Team Rank,Home Team Scored Goals,Home Team Received Goals,Away Team Scored Goals,Away Team received Goals
0,Marseille,Toulouse,1,20,4.0,0.0,0.0,4.0
1,Angers,Nimes,11,7,3.0,4.0,4.0,3.0
2,Lille,Rennes,4,16,3.0,1.0,1.0,3.0
3,Montpellier,Dijon,13,9,1.0,2.0,2.0,1.0
4,Nantes,Monaco,15,3,1.0,3.0,3.0,1.0
5,Nice,Reims,14,10,0.0,1.0,1.0,0.0
6,St Etienne,Guingamp,8,12,2.0,1.0,1.0,2.0
7,Bordeaux,Strasbourg,18,6,0.0,2.0,2.0,0.0
8,Lyon,Amiens,5,17,2.0,0.0,0.0,2.0
9,Paris SG,Caen,2,19,3.0,0.0,0.0,3.0
10,Reims,Lyon,10,5,1.0,0.0,2.0,0.0
11,Amiens,Montpellier,18,11,0.5,2.0,1.5,1.5
12,Caen,Nice,15,14,0.5,2.0,0.5,1.0
13,Dijon,Nantes,3,20,2.0,0.5,0.5,2.5
14,Guingamp,Paris SG,17,1,1.0,2.5,3.0,0.5
15,Monaco,Lille,5,6,1.5,0.5,1.5,0.5
16,Rennes,Angers,12,16,1.0,1.5,1.5,2.5
17,Nimes,Marseille,2,9,3.5,2.0,2.5,1.5
18,Strasbourg,St Etienne,7,8,1.5,0.5,1.5,1.0
19,Toulouse,Bordeaux,13,19,1.0,2.5,0.5,2.0
20,Lyon,Strasbourg,10,7,1.0,0.5,1.5,0.5
21,Amiens,Reims,14,6,1.6666666666666667,1.6666666666666667,1.0,1.3333333333333333
22,Montpellier,St Etienne,11,8,1.0,1.0,1.0,0.6666666666666666
23,Nantes,Caen,17,16,0.6666666666666666,2.0,0.6666666666666666,1.6666666666666667
24,Nice,Dijon,18,2,0.3333333333333333,2.0,2.6666666666666665,0.3333333333333333
25,Paris SG,Angers,1,19,3.0,0.6666666666666666,1.3333333333333333,2.6666666666666665
26,Toulouse,Nimes,7,5,1.0,1.6666666666666667,2.333333333333333,1.6666666666666667
27,Bordeaux,Monaco,15,10,1.0,1.6666666666666667,1.3333333333333333,1.0
28,Lille,Guingamp,3,20,2.0,0.3333333333333333,0.6666666666666666,2.6666666666666665
29,Marseille,Rennes,9,13,2.333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667
30,Lyon,Nice,4,18,1.3333333333333333,0.3333333333333333,0.3333333333333333,2.0
31,Angers,Lille,18,4,0.6666666666666666,1.3333333333333333,1.0,0.3333333333333333
32,Dijon,Caen,2,12,2.0,0.6666666666666666,1.3333333333333333,0.6666666666666666
33,Guingamp,Toulouse,20,3,0.6666666666666666,2.6666666666666665,1.6666666666666667,0.6666666666666666
34,Nimes,Paris SG,10,1,1.6666666666666667,2.0,3.333333333333333,1.3333333333333333
35,Reims,Montpellier,11,7,0.6666666666666666,1.6666666666666667,1.0,0.3333333333333333
36,Strasbourg,Nantes,15,16,1.0,2.0,1.3333333333333333,1.6666666666666667
37,Monaco,Marseille,13,5,1.0,1.6666666666666667,2.0,2.333333333333333
38,Rennes,Bordeaux,6,19,1.6666666666666667,0.6666666666666666,1.0,1.6666666666666667
39,St Etienne,Amiens,9,14,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.0
40,Nice,Rennes,17,6,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666
41,Paris SG,St Etienne,1,14,3.6666666666666665,1.0,0.0,1.3333333333333333
42,Amiens,Lille,18,3,2.0,1.3333333333333333,2.0,1.0
43,Caen,Lyon,13,7,1.6666666666666667,1.0,1.3333333333333333,1.0
44,Dijon,Angers,5,12,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.3333333333333333
45,Montpellier,Strasbourg,6,16,0.6666666666666666,0.3333333333333333,1.0,2.0
46,Toulouse,Monaco,4,15,1.3333333333333333,0.6666666666666666,1.3333333333333333,2.0
47,Bordeaux,Nimes,19,8,1.6666666666666667,2.0,1.6666666666666667,2.6666666666666665
48,Marseille,Guingamp,2,20,3.0,1.3333333333333333,0.3333333333333333,3.0
49,Nantes,Reims,17,10,1.3333333333333333,1.0,0.3333333333333333,1.6666666666666667
50,Monaco,Nimes,15,8,1.3333333333333333,2.0,1.6666666666666667,2.6666666666666665
51,Angers,Toulouse,12,4,1.3333333333333333,0.3333333333333333,1.0,0.6666666666666666
52,Lille,Nantes,2,18,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333
